quote_date,item_id,p_mean,p_75,p_median,p_25,SD,date,dateStata,dateISO,obs,year,month,quarter,_merge
201104,520134,58.217094,69,45,34.990002,41.284283,279,01-04-2011,2011-04-01,110135,2011,4,2,matched (3)
201105,520134,66.533417,70,49.990002,35,55.404823,280,01-05-2011,2011-05-01,110905,2011,5,2,matched (3)
201106,520134,62.848305,69,45,35,52.857895,281,01-06-2011,2011-06-01,110923,2011,6,2,matched (3)
201107,520134,61.947395,69,45,35,54.478268,282,01-07-2011,2011-07-01,110938,2011,7,3,matched (3)
201108,520134,67.736427,79.474998,49,35,59.705563,283,01-08-2011,2011-08-01,111624,2011,8,3,matched (3)
201109,520134,71.154778,85,52,35,61.276791,284,01-09-2011,2011-09-01,112468,2011,9,3,matched (3)
201110,520134,72.772774,89.949997,49,39,63.123093,285,01-10-2011,2011-10-01,112689,2011,10,4,matched (3)
201111,520134,73.094269,91.224998,52,40,62.339859,286,01-11-2011,2011-11-01,112558,2011,11,4,matched (3)
201112,520134,70.531227,89,49,39,64.464287,287,01-12-2011,2011-12-01,113770,2011,12,4,matched (3)
201201,520134,65.194145,65,49,39,54.37891,288,01-01-2012,2012-01-01,112915,2012,1,1,matched (3)
201202,520134,68.80349,69.949997,50,39,55.063454,289,01-02-2012,2012-02-01,109908,2012,2,1,matched (3)
201203,520134,69.933891,70,50,39.950001,53.919533,290,01-03-2012,2012-03-01,112591,2012,3,1,matched (3)
201204,520134,67.676865,70,49,37.990002,54.888981,291,01-04-2012,2012-04-01,111722,2012,4,2,matched (3)
201205,520134,67.418877,69,49,35,51.106247,292,01-05-2012,2012-05-01,112977,2012,5,2,matched (3)
201206,520134,65.584846,69,47.495003,39,52.316875,293,01-06-2012,2012-06-01,113464,2012,6,2,matched (3)
201207,520134,65.549843,69,45.5,39,52.519917,294,01-07-2012,2012-07-01,112979,2012,7,3,matched (3)
201208,520134,68.137688,69,45,35,58.663864,295,01-08-2012,2012-08-01,113779,2012,8,3,matched (3)
201209,520134,70.979912,98,47.200001,35,61.163609,296,01-09-2012,2012-09-01,113529,2012,9,3,matched (3)
201210,520134,69.582359,98,47.495003,36,56.988503,297,01-10-2012,2012-10-01,113193,2012,10,4,matched (3)
201211,520134,75.438377,89,49,40,63.196655,298,01-11-2012,2012-11-01,112322,2012,11,4,matched (3)
201212,520134,71.381241,70,49,39,61.387344,299,01-12-2012,2012-12-01,112522,2012,12,4,matched (3)
201301,520134,65.405701,60,45,37.990002,58.646877,300,01-01-2013,2013-01-01,112470,2013,1,1,matched (3)
201302,520134,62.327694,61.5,45,35.995003,48.411304,301,01-02-2013,2013-02-01,108915,2013,2,1,matched (3)
201303,520134,60.446239,63,45,35.990002,44.856213,302,01-03-2013,2013-03-01,112073,2013,3,1,matched (3)
201304,520134,63.300171,69,46,36.245003,47.385632,303,01-04-2013,2013-04-01,111932,2013,4,2,matched (3)
201305,520134,64.22097,69,49,35,48.045605,304,01-05-2013,2013-05-01,112460,2013,5,2,matched (3)
201306,520134,70.957817,79.949997,56.995003,40,49.491257,305,01-06-2013,2013-06-01,113182,2013,6,2,matched (3)
201307,520134,64.039909,70,49,39,47.109074,306,01-07-2013,2013-07-01,110722,2013,7,3,matched (3)
201308,520134,60.472019,69.494995,49,37.495003,43.495899,307,01-08-2013,2013-08-01,111818,2013,8,3,matched (3)
201309,520134,62.701633,69.494995,49,39.75,45.82008,308,01-09-2013,2013-09-01,111942,2013,9,3,matched (3)
201310,520134,65.595047,79,49,39,47.645447,309,01-10-2013,2013-10-01,112357,2013,10,4,matched (3)
201311,520134,68.22657,79,49,40,46.660625,310,01-11-2013,2013-11-01,111887,2013,11,4,matched (3)
201312,520134,67.542038,72.5,49,40,47.244434,311,01-12-2013,2013-12-01,112786,2013,12,4,matched (3)
201401,520134,63.738319,65,48,39,46.631931,312,01-01-2014,2014-01-01,113219,2014,1,1,matched (3)
201402,520134,60.48111,65,45,38,44.209206,313,01-02-2014,2014-02-01,108434,2014,2,1,matched (3)
201403,520134,61.109806,65,47,35,44.886578,314,01-03-2014,2014-03-01,111378,2014,3,1,matched (3)
201404,520134,60.614109,61.465,49,37.995003,45.027363,315,01-04-2014,2014-04-01,110845,2014,4,2,matched (3)
201405,520134,60.639912,65,49,35,45.487797,316,01-05-2014,2014-05-01,111915,2014,5,2,matched (3)
201406,520134,62.970345,65,49.474998,35.990002,45.643543,317,01-06-2014,2014-06-01,112673,2014,6,2,matched (3)
201407,520134,61.990982,61,49,39.25,46.248817,318,01-07-2014,2014-07-01,110263,2014,7,3,matched (3)
201408,520134,63.877895,65.949997,46.495003,36,47.446461,319,01-08-2014,2014-08-01,111493,2014,8,3,matched (3)
201409,520134,65.634338,69,54.990002,40,45.365429,320,01-09-2014,2014-09-01,111704,2014,9,3,matched (3)
201410,520134,65.895447,72,49,40,45.607662,321,01-10-2014,2014-10-01,111105,2014,10,4,matched (3)
201411,520134,68.489151,89,49.970001,40,47.059483,322,01-11-2014,2014-11-01,111793,2014,11,4,matched (3)
201412,520134,70.841843,97,55,40,48.906052,323,01-12-2014,2014-12-01,111959,2014,12,4,matched (3)
201501,520134,63.57832,75,45,39,47.412823,324,01-01-2015,2015-01-01,112492,2015,1,1,matched (3)
201502,520134,66.308807,73.5,45.495003,39.099998,48.753349,325,01-02-2015,2015-02-01,110362,2015,2,1,matched (3)
201503,520134,67.096313,75,54.990002,40,45.827374,326,01-03-2015,2015-03-01,113759,2015,3,1,matched (3)
201504,520134,64.275856,75,49,39,45.589794,327,01-04-2015,2015-04-01,115935,2015,4,2,matched (3)
201505,520134,62.9739,69,49,39.200001,44.090092,328,01-05-2015,2015-05-01,116093,2015,5,2,matched (3)
201506,520134,64.691414,69.989998,54.990002,40,44.782059,329,01-06-2015,2015-06-01,116584,2015,6,2,matched (3)
201507,520134,59.615738,59,48,39,41.690262,330,01-07-2015,2015-07-01,114886,2015,7,3,matched (3)
201508,520134,58.314247,59.990002,49,40,37.136555,331,01-08-2015,2015-08-01,115736,2015,8,3,matched (3)
201509,520134,62.185509,65,49,40,43.581341,332,01-09-2015,2015-09-01,115298,2015,9,3,matched (3)
201510,520134,61.782501,65,49.5,40,42.867771,333,01-10-2015,2015-10-01,114195,2015,10,4,matched (3)
201511,520134,64.651718,69,55,40,42.178017,334,01-11-2015,2015-11-01,114300,2015,11,4,matched (3)
201512,520134,67.780769,73.5,59,42,43.664948,335,01-12-2015,2015-12-01,114817,2015,12,4,matched (3)
201601,520134,59.319351,63.5,47.995003,39.995003,37.944248,336,01-01-2016,2016-01-01,115217,2016,1,1,matched (3)
201602,520134,63.141064,69,54.5,39,40.698189,337,01-02-2016,2016-02-01,111438,2016,2,1,matched (3)
201603,520134,58.379623,69,49.495003,39.990002,37.463341,338,01-03-2016,2016-03-01,114522,2016,3,1,matched (3)
201604,520134,56.045856,59,45,36,39.634373,339,01-04-2016,2016-04-01,116360,2016,4,2,matched (3)
201605,520134,57.678871,69,49.974998,39.990002,36.243713,340,01-05-2016,2016-05-01,116741,2016,5,2,matched (3)
201606,520134,60.488461,69,51.990002,39.990002,40.169369,341,01-06-2016,2016-06-01,114788,2016,6,2,matched (3)
201607,520134,59.863304,65,45,39,45.875175,342,01-07-2016,2016-07-01,115033,2016,7,3,matched (3)
201608,520134,63.256607,69.494995,45,40,49.782318,343,01-08-2016,2016-08-01,113719,2016,8,3,matched (3)
201609,520134,70.632103,79.989998,59,40,50.865238,344,01-09-2016,2016-09-01,114318,2016,9,3,matched (3)
201610,520134,65.859825,75,49,40,49.172371,345,01-10-2016,2016-10-01,114629,2016,10,4,matched (3)
201611,520134,69.59375,75.474998,55,40,49.541996,346,01-11-2016,2016-11-01,114503,2016,11,4,matched (3)
201612,520134,67.380646,69,52,40,49.827141,347,01-12-2016,2016-12-01,115774,2016,12,4,matched (3)
201701,520134,64.5569,65,45,35.995003,52.431465,348,01-01-2017,2017-01-01,115625,2017,1,1,matched (3)
201702,520134,65.713867,69,53.5,36.990002,50.544537,349,01-02-2017,2017-02-01,114063,2017,2,1,matched (3)
201703,520134,68.630692,69,55,45,50.796028,350,01-03-2017,2017-03-01,115516,2017,3,1,matched (3)
201704,520134,62.734909,69,49,39.990002,48.48848,351,01-04-2017,2017-04-01,116889,2017,4,2,matched (3)
201705,520134,61.923553,65,50,39.990002,44.209354,352,01-05-2017,2017-05-01,117233,2017,5,2,matched (3)
201706,520134,63.25795,65,50,39.990002,47.358162,353,01-06-2017,2017-06-01,117390,2017,6,2,matched (3)
201707,520134,61.133774,65,47,39,45.051853,354,01-07-2017,2017-07-01,117692,2017,7,3,matched (3)
201708,520134,62.386864,65,49,40,46.97897,355,01-08-2017,2017-08-01,117018,2017,8,3,matched (3)
201709,520134,68.842728,69,59,45,47.968594,356,01-09-2017,2017-09-01,117013,2017,9,3,matched (3)
201710,520134,61.726162,69,49,39,45.303982,357,01-10-2017,2017-10-01,116488,2017,10,4,matched (3)
201711,520134,65.925186,69,50,39.495003,47.532688,358,01-11-2017,2017-11-01,116285,2017,11,4,matched (3)
201712,520134,65.225296,69,50,39,47.683273,359,01-12-2017,2017-12-01,117146,2017,12,4,matched (3)
201801,520134,61.850788,69,49.5,36,48.603184,360,01-01-2018,2018-01-01,116458,2018,1,1,matched (3)
201802,520134,86.740746,70,49.5,36,237.9167,361,01-02-2018,2018-02-01,122581,2018,2,1,matched (3)
201803,520134,80.411293,69.989998,45.5,36,226.98683,362,01-03-2018,2018-03-01,125211,2018,3,1,matched (3)
201804,520134,81.044189,69,45,36,217.56183,363,01-04-2018,2018-04-01,126219,2018,4,2,matched (3)
201805,520134,86.434769,69.75,52.495003,40,218.35106,364,01-05-2018,2018-05-01,126941,2018,5,2,matched (3)
201806,520134,84.567848,69,54.995003,39.990002,216.50403,365,01-06-2018,2018-06-01,126695,2018,6,2,matched (3)
201807,520134,83.760078,69,49.5,39.990002,220.26416,366,01-07-2018,2018-07-01,124520,2018,7,3,matched (3)
201808,520134,83.704262,65,49.5,40,223.65182,367,01-08-2018,2018-08-01,124079,2018,8,3,matched (3)
201809,520134,85.937752,89.25,53.5,42,222.96243,368,01-09-2018,2018-09-01,124265,2018,9,3,matched (3)
201810,520134,84.694016,69.5,49.995003,41.650002,231.01813,369,01-10-2018,2018-10-01,124191,2018,10,4,matched (3)
201811,520134,87.62442,87,55,44.990002,223.0025,370,01-11-2018,2018-11-01,123289,2018,11,4,matched (3)
201812,520134,86.099594,82.5,52.5,39.990002,220.01723,371,01-12-2018,2018-12-01,125381,2018,12,4,matched (3)
201901,520134,79.484581,61.970001,44.75,39,223.69954,372,01-01-2019,2019-01-01,125531,2019,1,1,matched (3)
201902,520134,91.503868,89,50,42,238.14508,373,01-02-2019,2019-02-01,124018,2019,2,1,matched (3)
201903,520134,87.485001,83.300003,46.5,42,230.01756,374,01-03-2019,2019-03-01,127885,2019,3,1,matched (3)
201904,520134,83.586723,75,50,39.990002,219.55261,375,01-04-2019,2019-04-01,128853,2019,4,2,matched (3)
201905,520134,90.131264,83.300003,50,40,226.1261,376,01-05-2019,2019-05-01,128682,2019,5,2,matched (3)
201906,520134,86.625931,77.949997,45,39.990002,226.82761,377,01-06-2019,2019-06-01,129075,2019,6,2,matched (3)
201907,520134,87.197701,75,45,42,231.29135,378,01-07-2019,2019-07-01,128486,2019,7,3,matched (3)
201908,520134,83.612846,55,45,40,235.32455,379,01-08-2019,2019-08-01,127479,2019,8,3,matched (3)
201909,520134,90.534958,65,50,44.990002,239.24556,380,01-09-2019,2019-09-01,127702,2019,9,3,matched (3)
201910,520134,91.477371,59.990002,46,41,256.06586,381,01-10-2019,2019-10-01,127514,2019,10,4,matched (3)
201911,520134,94.122284,79.989998,42.5,39.5,244.47598,382,01-11-2019,2019-11-01,127910,2019,11,4,matched (3)
201912,520134,87.316353,70,48,39,237.12825,383,01-12-2019,2019-12-01,127767,2019,12,4,matched (3)
202001,520134,80.961769,50,39.990002,36,235.50328,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202002,520134,97.522194,70,45,40,248.79665,385,01-02-2020,2020-02-01,126570,2020,2,1,matched (3)
202003,520134,93.177231,70,45,39,244.62679,386,01-03-2020,2020-03-01,118933,2020,3,1,matched (3)
202004,520134,76.518822,85,50,37.995003,82.011566,387,01-04-2020,2020-04-01,74251,2020,4,2,matched (3)
202005,520134,91.566696,84,47,42,256.58661,388,01-05-2020,2020-05-01,85259,2020,5,2,matched (3)
202006,520134,90.895729,75,48,39,247.70001,389,01-06-2020,2020-06-01,94010,2020,6,2,matched (3)
202007,520134,85.539497,67.25,42.25,36,242.75679,390,01-07-2020,2020-07-01,102371,2020,7,3,matched (3)
202008,520134,88.214745,65,39,35,247.14137,391,01-08-2020,2020-08-01,112987,2020,8,3,matched (3)
202009,520134,93.061531,75,39,36,254.54512,392,01-09-2020,2020-09-01,116062,2020,9,3,matched (3)
202010,520134,92.692345,70,44.990002,36,249.27724,393,01-10-2020,2020-10-01,116826,2020,10,4,matched (3)
202011,520134,95.705894,59.5,39,36,274.25867,394,01-11-2020,2020-11-01,82553,2020,11,4,matched (3)
202012,520134,89.549736,75,45,39,247.61644,395,01-12-2020,2020-12-01,94790,2020,12,4,matched (3)
202101,520134,85.147781,65.400002,42,36,252.22795,396,01-01-2021,2021-01-01,94079,2021,1,1,matched (3)
202102,520134,90.83033,85,42,36,241.29196,397,01-02-2021,2021-02-01,98049,2021,2,1,matched (3)
202103,520134,95.506554,85,48.995003,39.990002,241.6619,398,01-03-2021,2021-03-01,100972,2021,3,1,matched (3)
202104,520134,94.148941,85,49.990002,39,248.87323,399,01-04-2021,2021-04-01,102092,2021,4,2,matched (3)
202105,520134,104.04375,85,50,37.490002,280.32318,400,01-05-2021,2021-05-01,95210,2021,5,2,matched (3)
202106,520134,99.436569,89,50,39.990002,257.19034,401,01-06-2021,2021-06-01,109408,2021,6,2,matched (3)
202107,520134,92.869125,80,50,37.490002,255.31839,402,01-07-2021,2021-07-01,122056,2021,7,3,matched (3)
202108,520134,94.861786,85,45,36,258.87189,403,01-08-2021,2021-08-01,123477,2021,8,3,matched (3)
202109,520134,104.24571,85,50,36,279.01974,404,01-09-2021,2021-09-01,122686,2021,9,3,matched (3)
202110,520134,112.36511,112,50,40,280.60779,405,01-10-2021,2021-10-01,123103,2021,10,4,matched (3)
202111,520134,116.87093,120,50,40,286.92328,406,01-11-2021,2021-11-01,123532,2021,11,4,matched (3)
202112,520134,113.81876,109,50,40,283.92059,407,01-12-2021,2021-12-01,123086,2021,12,4,matched (3)
202201,520134,110.36205,89,50,40,285.64493,408,01-01-2022,2022-01-01,123655,2022,1,1,matched (3)
202202,520134,116.23266,100,50,40,302.31485,409,01-02-2022,2022-02-01,121928,2022,2,1,matched (3)
202203,520134,121.28156,100,50,44.990002,296.73975,410,01-03-2022,2022-03-01,125713,2022,3,1,matched (3)
202204,520134,132.83559,129.99001,50,41,308.12851,411,01-04-2022,2022-04-01,127157,2022,4,2,matched (3)
202205,520134,143.63771,105,50,40,345.42395,412,01-05-2022,2022-05-01,127155,2022,5,2,matched (3)
202206,520134,142.36197,119,60,45,332.47226,413,01-06-2022,2022-06-01,127526,2022,6,2,matched (3)
202207,520134,147.40149,129.99001,60,40,331.76862,414,01-07-2022,2022-07-01,127040,2022,7,3,matched (3)
202208,520134,147.39703,165,60,40,318.04761,415,01-08-2022,2022-08-01,125392,2022,8,3,matched (3)
202209,520134,158.01263,179,60,45,321.82272,416,01-09-2022,2022-09-01,125502,2022,9,3,matched (3)
202210,520134,144.52797,142.99001,59.990002,45,308.76556,417,01-10-2022,2022-10-01,125741,2022,10,4,matched (3)
