quote_date,item_id,p_mean,p_75,p_median,p_25,SD,date,dateStata,dateISO,obs,year,month,quarter,_merge
200305,520235,5.8983927,7.3549995,5.1199999,4.0349998,2.8275378,184,01-05-2003,2003-05-01,99396,2003,5,2,matched (3)
200306,520235,5.4352498,5.9899998,4.2049999,3.6199999,2.6365747,185,01-06-2003,2003-06-01,100902,2003,6,2,matched (3)
200307,520235,6.1186814,9.1899996,4.9899998,3.6199999,2.8412161,186,01-07-2003,2003-07-01,101269,2003,7,3,matched (3)
200308,520235,6.8004346,9.1399994,6.9899998,4.1199999,2.7687957,187,01-08-2003,2003-08-01,100534,2003,8,3,matched (3)
200309,520235,6.8683333,9.1899996,6.9899998,4.1199999,2.7935762,188,01-09-2003,2003-09-01,101448,2003,9,3,matched (3)
200310,520235,7.2045069,9.9499998,7.75,4.29,2.8197744,189,01-10-2003,2003-10-01,104513,2003,10,4,matched (3)
200311,520235,7.0038095,9.9899998,5.9899998,4.1199999,3.0726469,190,01-11-2003,2003-11-01,109068,2003,11,4,matched (3)
200312,520235,7.4113235,9.9899998,7.9899998,4.0799999,3.5319884,191,01-12-2003,2003-12-01,110012,2003,12,4,matched (3)
200401,520235,7.2425756,9.9899998,7.4899998,4.1199999,3.1067431,192,01-01-2004,2004-01-01,107904,2004,1,1,matched (3)
200402,520235,6.983582,9.9899998,6.9899998,4.1199999,2.9969645,193,01-02-2004,2004-02-01,103439,2004,2,1,matched (3)
200403,520235,6.4939704,9.9899998,5.4899998,4.1199999,3.172411,194,01-03-2004,2004-03-01,105011,2004,3,1,matched (3)
200404,520235,6.123733,8.9499998,4.6599998,3.99,3.2473326,195,01-04-2004,2004-04-01,105509,2004,4,2,matched (3)
200405,520235,6.3581319,8.29,5.9899998,2.99,3.0807104,196,01-05-2004,2004-05-01,107319,2004,5,2,matched (3)
200406,520235,5.3984466,7.4099998,3.99,2.97,2.9039016,197,01-06-2004,2004-06-01,107774,2004,6,2,matched (3)
200407,520235,5.6729269,8.9899998,3.97,2.97,3.4736865,198,01-07-2004,2004-07-01,106865,2004,7,3,matched (3)
200408,520235,5.4223967,7.9400001,3.99,2.99,2.8134224,199,01-08-2004,2004-08-01,105050,2004,8,3,matched (3)
200409,520235,6.1795497,8.2399998,4.4699998,3.6199999,3.5492473,200,01-09-2004,2004-09-01,104170,2004,9,3,matched (3)
200410,520235,6.8729115,9.9899998,7.25,3.6900001,3.5511067,201,01-10-2004,2004-10-01,105471,2004,10,4,matched (3)
200411,520235,6.7507577,9.9899998,7.1199999,3.49,3.4746733,202,01-11-2004,2004-11-01,106502,2004,11,4,matched (3)
200412,520235,6.6571212,9.9899998,6.8699999,3.49,3.4423742,203,01-12-2004,2004-12-01,106782,2004,12,4,matched (3)
200501,520235,6.7775002,9.9899998,6.7399998,2.99,3.8066406,204,01-01-2005,2005-01-01,103613,2005,1,1,matched (3)
200502,520235,6.7383118,9.9899998,6.4899998,3.49,3.419338,205,01-02-2005,2005-02-01,108851,2005,2,1,matched (3)
200503,520235,7.2811537,9.9899998,7.5,3.99,3.2911296,206,01-03-2005,2005-03-01,109174,2005,3,1,matched (3)
200504,520235,6.8897848,9.79,7.25,3.5799999,3.4867864,207,01-04-2005,2005-04-01,112133,2005,4,2,matched (3)
200505,520235,6.2386022,9.9899998,5.4899998,2.99,3.4873793,208,01-05-2005,2005-05-01,111815,2005,5,2,matched (3)
200506,520235,6.7438016,9.79,5.9899998,3.99,3.2466154,209,01-06-2005,2005-06-01,114133,2005,6,2,matched (3)
200507,520235,6.3063412,9.79,4.98,2.99,3.4836833,210,01-07-2005,2005-07-01,112702,2005,7,3,matched (3)
200508,520235,6.3905263,9.79,4.9899998,3.1800001,3.520735,211,01-08-2005,2005-08-01,111794,2005,8,3,matched (3)
200509,520235,5.9093637,7.9899998,4.9899998,3.3499999,3.0230236,212,01-09-2005,2005-09-01,111426,2005,9,3,matched (3)
200510,520235,6.520875,9.79,4.9949999,3.7449999,3.3731461,213,01-10-2005,2005-10-01,108500,2005,10,4,matched (3)
200511,520235,6.6837835,9.79,5.9849997,2.99,3.3827891,214,01-11-2005,2005-11-01,104534,2005,11,4,matched (3)
200512,520235,6.9605193,9.9899998,7.25,3,3.4147658,215,01-12-2005,2005-12-01,109077,2005,12,4,matched (3)
200601,520235,7.0114474,9.9899998,6.625,2.9949999,3.6980252,216,01-01-2006,2006-01-01,104610,2006,1,1,matched (3)
200602,520235,7.292078,9.9899998,7.9899998,3,3.8300478,217,01-02-2006,2006-02-01,100465,2006,2,1,matched (3)
200603,520235,7.21,9.7399998,7.4899998,4.1849999,3.4599824,218,01-03-2006,2006-03-01,103882,2006,3,1,matched (3)
200604,520235,7.4999037,9.7399998,8,4.2449999,3.4105215,219,01-04-2006,2006-04-01,107567,2006,4,2,matched (3)
200605,520235,7.5234284,9.79,8,4.4899998,3.4474514,220,01-05-2006,2006-05-01,109228,2006,5,2,matched (3)
200606,520235,7.425631,9.79,7.9899998,4.2399998,3.4147067,221,01-06-2006,2006-06-01,110194,2006,6,2,matched (3)
200607,520235,7.1951785,9.79,6.7399998,4,3.5371561,222,01-07-2006,2006-07-01,107021,2006,7,3,matched (3)
200608,520235,7.4887094,9.79,7.4899998,4.1399999,3.372781,223,01-08-2006,2006-08-01,105147,2006,8,3,matched (3)
200609,520235,6.8756566,9.79,5.9899998,4,3.4387012,224,01-09-2006,2006-09-01,105598,2006,9,3,matched (3)
200610,520235,8.062027,11.1,8.9899998,4.9899998,3.5006962,225,01-10-2006,2006-10-01,106345,2006,10,4,matched (3)
200611,520235,7.7207351,10.135,8.9899998,4,3.6027775,226,01-11-2006,2006-11-01,107067,2006,11,4,matched (3)
200612,520235,7.7327142,10.28,8.2449999,4.1399999,3.5866418,227,01-12-2006,2006-12-01,107974,2006,12,4,matched (3)
200701,520235,7.4249206,9.79,8.4899998,2.99,3.6138701,228,01-01-2007,2007-01-01,94734,2007,1,1,matched (3)
200702,520235,7.721549,9.9899998,8.9899998,5,3.4247041,229,01-02-2007,2007-02-01,94993,2007,2,1,matched (3)
200703,520235,8.0561037,9.9899998,9.79,5,3.3349473,230,01-03-2007,2007-03-01,99770,2007,3,1,matched (3)
200704,520235,7.4859571,9.79,7.4899998,5,3.1167545,231,01-04-2007,2007-04-01,101168,2007,4,2,matched (3)
200705,520235,7.3772812,9.9899998,6.9899998,5,2.9116001,232,01-05-2007,2007-05-01,102992,2007,5,2,matched (3)
200706,520235,7.8878813,10.99,7.8249998,5,3.3156185,233,01-06-2007,2007-06-01,104456,2007,6,2,matched (3)
200707,520235,7.4862499,9.9899998,6.9899998,5,3.1661768,234,01-07-2007,2007-07-01,103584,2007,7,3,matched (3)
200708,520235,7.4598212,9.9899998,7.7399998,5,3.1379709,235,01-08-2007,2007-08-01,103198,2007,8,3,matched (3)
200709,520235,7.0134997,9.4899998,6.9899998,4.9899998,3.0122335,236,01-09-2007,2007-09-01,103769,2007,9,3,matched (3)
200710,520235,8.3223686,9.9899998,9.4899998,5.7399998,3.1558964,237,01-10-2007,2007-10-01,105114,2007,10,4,matched (3)
200711,520235,7.8165216,9.79,7.9899998,5.4899998,2.9628587,238,01-11-2007,2007-11-01,107436,2007,11,4,matched (3)
200712,520235,7.8137498,9.79,7.7600002,5.4899998,3.0737963,239,01-12-2007,2007-12-01,107286,2007,12,4,matched (3)
200801,520235,8.4122667,10.25,9.4899998,6,3.083236,240,01-01-2008,2008-01-01,102691,2008,1,1,matched (3)
200802,520235,8.5433331,10.99,8.9899998,6,3.2518475,241,01-02-2008,2008-02-01,100511,2008,2,1,matched (3)
200803,520235,8.8026466,10.99,9.6350002,6.9899998,3.0860252,242,01-03-2008,2008-03-01,105118,2008,3,1,matched (3)
200804,520235,8.3058243,10.99,7.9899998,5.9899998,3.1514127,243,01-04-2008,2008-04-01,99887,2008,4,2,matched (3)
200805,520235,8.5191574,10.99,7.9899998,6,3.1662507,244,01-05-2008,2008-05-01,100583,2008,5,2,matched (3)
200806,520235,8.7123928,10.97,9.8900003,6.9899998,3.0539963,245,01-06-2008,2008-06-01,101446,2008,6,2,matched (3)
200807,520235,8.6493549,10.98,9.7800007,6.9699998,3.0444438,246,01-07-2008,2008-07-01,102214,2008,7,3,matched (3)
200808,520235,8.5296745,10.97,7.9899998,5.9499998,3.1634996,247,01-08-2008,2008-08-01,102314,2008,8,3,matched (3)
200809,520235,8.1914701,10.99,7.9899998,4.9899998,3.4504149,248,01-09-2008,2008-09-01,102828,2008,9,3,matched (3)
200810,520235,8.6501312,9.9899998,9.79,7.5,2.9231939,249,01-10-2008,2008-10-01,103994,2008,10,4,matched (3)
200811,520235,9.2594442,10.99,9.9899998,7.9699998,2.8420479,250,01-11-2008,2008-11-01,104756,2008,11,4,matched (3)
200812,520235,9.2251387,10.76,9.875,7.8200002,2.5271935,251,01-12-2008,2008-12-01,101854,2008,12,4,matched (3)
200901,520235,9.396389,10.76,9.7849998,7.8200002,2.0519247,252,01-01-2009,2009-01-01,98184,2009,1,1,matched (3)
200902,520235,10.006623,11.99,9.9899998,7.8200002,2.4447927,253,01-02-2009,2009-02-01,91764,2009,2,1,matched (3)
200903,520235,10.240631,11.99,10.74,7.9899998,2.6104848,254,01-03-2009,2009-03-01,97144,2009,3,1,matched (3)
200904,520235,9.0302706,11.49,9.7700005,7,3.0155916,255,01-04-2009,2009-04-01,99211,2009,4,2,matched (3)
200905,520235,8.8603153,10.99,9.79,5.9899998,2.9252956,256,01-05-2009,2009-05-01,100141,2009,5,2,matched (3)
200906,520235,9.10252,10.99,9.9700003,7,2.9861326,257,01-06-2009,2009-06-01,99984,2009,6,2,matched (3)
200907,520235,8.6531296,10.99,8.9899998,5.9899998,3.1466084,258,01-07-2009,2009-07-01,100430,2009,7,3,matched (3)
200908,520235,7.2418332,10.99,5.9899998,5,3.5720448,259,01-08-2009,2009-08-01,101010,2009,8,3,matched (3)
200909,520235,8.1356602,10.97,7.9699998,5.4899998,3.683239,260,01-09-2009,2009-09-01,102020,2009,9,3,matched (3)
200910,520235,9.7005949,12.195,9.9799995,7.3400002,3.3278863,261,01-10-2009,2009-10-01,102962,2009,10,4,matched (3)
200911,520235,10.109467,12.4,10.99,7.9699998,3.3406234,262,01-11-2009,2009-11-01,104223,2009,11,4,matched (3)
200912,520235,10.097013,12.4,10.99,7.9699998,3.4422019,263,01-12-2009,2009-12-01,105319,2009,12,4,matched (3)
201001,520235,10.187778,12.4,10.99,7.9699998,3.408694,264,01-01-2010,2010-01-01,101545,2010,1,1,matched (3)
201002,520235,10.147561,12.4,10.98,7.9699998,3.3605101,265,01-02-2010,2010-02-01,97889,2010,2,1,matched (3)
201003,520235,10.475106,11.99,10.98,8.9899998,3.2056112,266,01-03-2010,2010-03-01,102189,2010,3,1,matched (3)
201004,520235,8.8715687,11.99,8.9899998,5.48,3.6514146,267,01-04-2010,2010-04-01,104566,2010,4,2,matched (3)
201005,520235,9.1628332,11.98,9.7350006,5.9899998,3.4689856,268,01-05-2010,2010-05-01,105655,2010,5,2,matched (3)
201006,520235,9.4100742,11.99,10,6,3.2958241,269,01-06-2010,2010-06-01,106532,2010,6,2,matched (3)
201007,520235,9.6918459,11.99,10.97,6,3.3082428,270,01-07-2010,2010-07-01,107229,2010,7,3,matched (3)
201008,520235,9.3027687,11.99,8.9899998,6,3.3651788,271,01-08-2010,2010-08-01,108091,2010,8,3,matched (3)
201009,520235,9.3223934,11.99,8.9899998,6.4899998,3.1787722,272,01-09-2010,2010-09-01,108500,2010,9,3,matched (3)
201010,520235,9.2414637,11.99,8.9700003,6.4899998,3.4603031,273,01-10-2010,2010-10-01,109466,2010,10,4,matched (3)
201011,520235,9.975584,11.99,10.99,7.6500001,3.6298745,274,01-11-2010,2010-11-01,109784,2010,11,4,matched (3)
201012,520235,10.077333,11.99,11.47,7.9699998,3.5440359,275,01-12-2010,2010-12-01,110303,2010,12,4,matched (3)
201101,520235,10.462208,12.25,11.99,8.5,3.6070616,276,01-01-2011,2011-01-01,107592,2011,1,1,matched (3)
201102,520235,10.398,12.29,10.82,8.2449999,3.3833151,277,01-02-2011,2011-02-01,107243,2011,2,1,matched (3)
201103,520235,9.6680393,11.99,10.82,6.98,3.5571818,278,01-03-2011,2011-03-01,111703,2011,3,1,matched (3)
201104,520235,8.6573582,10.82,8.5,5.4899998,3.4140999,279,01-04-2011,2011-04-01,110135,2011,4,2,matched (3)
201105,520235,9.0715122,11.69,9,5.9899998,3.354686,280,01-05-2011,2011-05-01,110905,2011,5,2,matched (3)
201106,520235,9.6000795,11.99,10.69,6.98,3.1959746,281,01-06-2011,2011-06-01,110923,2011,6,2,matched (3)
201107,520235,8.6748819,11.02,8.5,5.9899998,3.4842656,282,01-07-2011,2011-07-01,110938,2011,7,3,matched (3)
201108,520235,7.862381,10.82,6.5599999,5.29,3.2756248,283,01-08-2011,2011-08-01,111624,2011,8,3,matched (3)
201109,520235,9.4039049,11.99,10.69,5.9899998,3.5973575,284,01-09-2011,2011-09-01,112468,2011,9,3,matched (3)
201110,520235,10.512895,12.29,11.49,8.4949999,3.2540398,285,01-10-2011,2011-10-01,112689,2011,10,4,matched (3)
201111,520235,10.345616,12.75,11.49,7.1999998,3.6380234,286,01-11-2011,2011-11-01,112558,2011,11,4,matched (3)
201112,520235,9.6664,11.97,10,5.9899998,3.7203062,287,01-12-2011,2011-12-01,113770,2011,12,4,matched (3)
201201,520235,10.290897,12.75,11.49,6.9899998,3.6516314,288,01-01-2012,2012-01-01,112915,2012,1,1,matched (3)
201202,520235,11.288052,13,11.49,9,3.0738332,289,01-02-2012,2012-02-01,109908,2012,2,1,matched (3)
201203,520235,10.629455,12.75,11.49,7.29,3.2975457,290,01-03-2012,2012-03-01,112591,2012,3,1,matched (3)
201204,520235,8.6656303,12.29,7.1500001,5.4899998,3.6776264,291,01-04-2012,2012-04-01,111722,2012,4,2,matched (3)
201205,520235,8.6323137,12,7,5,3.7461908,292,01-05-2012,2012-05-01,112977,2012,5,2,matched (3)
201206,520235,8.6668615,12,7,5,3.7565269,293,01-06-2012,2012-06-01,113464,2012,6,2,matched (3)
201207,520235,7.9185715,10.21,6.5,5,3.2955205,294,01-07-2012,2012-07-01,112979,2012,7,3,matched (3)
201208,520235,8.1440306,10.21,6.6900001,5,3.4576495,295,01-08-2012,2012-08-01,113779,2012,8,3,matched (3)
201209,520235,9.25354,12.29,9.5,6,3.5639839,296,01-09-2012,2012-09-01,113529,2012,9,3,matched (3)
201210,520235,10.168353,12.59,11.5,6.9899998,3.78054,297,01-10-2012,2012-10-01,113193,2012,10,4,matched (3)
201211,520235,10.599167,12.79,11.995,8,3.5495827,298,01-11-2012,2012-11-01,112322,2012,11,4,matched (3)
201212,520235,10.837558,12.99,12,8,3.3590236,299,01-12-2012,2012-12-01,112522,2012,12,4,matched (3)
201301,520235,10.928119,12.99,12,8.3900003,3.0482094,300,01-01-2013,2013-01-01,112470,2013,1,1,matched (3)
201302,520235,11.095817,12.99,12,9.5,2.791723,301,01-02-2013,2013-02-01,108915,2013,2,1,matched (3)
201303,520235,9.9168968,12.59,10.245,6.5,3.4458723,302,01-03-2013,2013-03-01,112073,2013,3,1,matched (3)
201304,520235,7.3220339,8.3900003,6.5,5,2.861577,303,01-04-2013,2013-04-01,111932,2013,4,2,matched (3)
201305,520235,7.5431538,9.5,6.5,5.1900001,2.8510315,304,01-05-2013,2013-05-01,112460,2013,5,2,matched (3)
201306,520235,7.5085607,9.5,6.6149998,5,2.9061961,305,01-06-2013,2013-06-01,113182,2013,6,2,matched (3)
201307,520235,7.7213159,10,6.9899998,5,3.0012722,306,01-07-2013,2013-07-01,110722,2013,7,3,matched (3)
201308,520235,7.4096398,8.3900003,6.1300001,5,3.2790194,307,01-08-2013,2013-08-01,111818,2013,8,3,matched (3)
201309,520235,7.683363,10.49,6.2800002,5,3.3716552,308,01-09-2013,2013-09-01,111942,2013,9,3,matched (3)
201310,520235,9.2529116,12.29,10,5,3.6816089,309,01-10-2013,2013-10-01,112357,2013,10,4,matched (3)
201311,520235,10.216203,12.29,11.99,7,3.6344602,310,01-11-2013,2013-11-01,111887,2013,11,4,matched (3)
201312,520235,10.379383,12.59,11.98,8.3900003,3.4690709,311,01-12-2013,2013-12-01,112786,2013,12,4,matched (3)
201401,520235,10.647273,12.445,10.995,9.5,3.0566733,312,01-01-2014,2014-01-01,113219,2014,1,1,matched (3)
201402,520235,10.22043,12.3,11.99,7,3.2341599,313,01-02-2014,2014-02-01,108434,2014,2,1,matched (3)
201403,520235,9.992672,12.3,10.99,7,3.4267013,314,01-03-2014,2014-03-01,111378,2014,3,1,matched (3)
201404,520235,7.6802521,9.5,6.4899998,5.4899998,3.2522078,315,01-04-2014,2014-04-01,110845,2014,4,2,matched (3)
201405,520235,7.1810832,7.7399998,6.1300001,5,3.050946,316,01-05-2014,2014-05-01,111915,2014,5,2,matched (3)
201406,520235,7.2471428,7.98,6.3800001,5,2.9784663,317,01-06-2014,2014-06-01,112673,2014,6,2,matched (3)
201407,520235,7.4850893,7.7399998,6.98,5.48,3.0041173,318,01-07-2014,2014-07-01,110263,2014,7,3,matched (3)
201408,520235,7.5139132,7.5,6.9899998,5.4899998,2.9253445,319,01-08-2014,2014-08-01,111493,2014,8,3,matched (3)
201409,520235,7.7284069,9,7,5.48,3.0720851,320,01-09-2014,2014-09-01,111704,2014,9,3,matched (3)
201410,520235,9.537674,12.3,9.2449999,7,3.2656493,321,01-10-2014,2014-10-01,111105,2014,10,4,matched (3)
201411,520235,10.01046,12.3,10,7,3.1343968,322,01-11-2014,2014-11-01,111793,2014,11,4,matched (3)
201412,520235,10.838096,12.545,12,8,2.9864774,323,01-12-2014,2014-12-01,111959,2014,12,4,matched (3)
201501,520235,10.463608,12.3,10.49,7.9899998,2.8637509,324,01-01-2015,2015-01-01,112492,2015,1,1,matched (3)
201502,520235,9.8937998,12.3,10,7,2.9375551,325,01-02-2015,2015-02-01,110362,2015,2,1,matched (3)
201503,520235,8.9984169,12.3,7.8499999,6.5,3.2537243,326,01-03-2015,2015-03-01,113759,2015,3,1,matched (3)
201504,520235,7.2490244,7.5,6.73,6,2.6045222,327,01-04-2015,2015-04-01,115935,2015,4,2,matched (3)
201505,520235,6.6795969,7,6.5,5.23,2.2428796,328,01-05-2015,2015-05-01,116093,2015,5,2,matched (3)
201506,520235,7.0521016,7.5,6.5,6,2.2278762,329,01-06-2015,2015-06-01,116584,2015,6,2,matched (3)
201507,520235,6.8315215,7,6.5,6,1.7967423,330,01-07-2015,2015-07-01,114886,2015,7,3,matched (3)
201508,520235,6.6072593,7,6.5,6,1.5959424,331,01-08-2015,2015-08-01,115736,2015,8,3,matched (3)
201509,520235,7.0539999,7,6.5,6.25,2.3698382,332,01-09-2015,2015-09-01,115298,2015,9,3,matched (3)
201510,520235,8.0751085,9.9949999,7,6.5,2.9905138,333,01-10-2015,2015-10-01,114195,2015,10,4,matched (3)
201511,520235,8.5217705,10.49,7.5,6.5,3.0600877,334,01-11-2015,2015-11-01,114300,2015,11,4,matched (3)
201512,520235,8.4030609,10,7.4949999,6.9899998,2.6468606,335,01-12-2015,2015-12-01,114817,2015,12,4,matched (3)
201601,520235,8.8659401,10.49,8.5,7,2.6966212,336,01-01-2016,2016-01-01,115217,2016,1,1,matched (3)
201602,520235,8.7466354,10.49,8,6.9899998,2.6269751,337,01-02-2016,2016-02-01,111438,2016,2,1,matched (3)
201603,520235,7.7901654,8.5,6.9899998,6.5,2.2961087,338,01-03-2016,2016-03-01,114522,2016,3,1,matched (3)
201604,520235,7.4783463,8.4899998,6.9899998,6.4899998,2.2314603,339,01-04-2016,2016-04-01,116360,2016,4,2,matched (3)
201605,520235,7.3923078,8.4200001,6.5,6.4899998,2.1684084,340,01-05-2016,2016-05-01,116741,2016,5,2,matched (3)
201606,520235,7.1048632,8.5,6.5,6,2.104172,341,01-06-2016,2016-06-01,114788,2016,6,2,matched (3)
201607,520235,7.3199997,8.5,6.9899998,6,2.1080072,342,01-07-2016,2016-07-01,115033,2016,7,3,matched (3)
201608,520235,7.1206336,8.4899998,6.5,6,2.0702305,343,01-08-2016,2016-08-01,113719,2016,8,3,matched (3)
201609,520235,6.9339414,8,6.5,6,1.8388352,344,01-09-2016,2016-09-01,114318,2016,9,3,matched (3)
201610,520235,7.9164762,8.5,7.5,6,2.5544596,345,01-10-2016,2016-10-01,114629,2016,10,4,matched (3)
201611,520235,8.0813131,9.1499996,7.9000001,6,2.7774403,346,01-11-2016,2016-11-01,114503,2016,11,4,matched (3)
201612,520235,8.3022642,9.5,8.46,6.9899998,2.7424967,347,01-12-2016,2016-12-01,115774,2016,12,4,matched (3)
201701,520235,8.3522806,9.5,8.21,6.9899998,2.7952182,348,01-01-2017,2017-01-01,115625,2017,1,1,matched (3)
201702,520235,7.5998216,8.5,6.9899998,6,2.7408931,349,01-02-2017,2017-02-01,114063,2017,2,1,matched (3)
201703,520235,7.538527,8.5,6.9899998,6,2.6792583,350,01-03-2017,2017-03-01,115516,2017,3,1,matched (3)
201704,520235,7.4622135,8.4899998,6.9899998,6,2.6566846,351,01-04-2017,2017-04-01,116889,2017,4,2,matched (3)
201705,520235,7.2832236,8,6.9899998,6,2.4845107,352,01-05-2017,2017-05-01,117233,2017,5,2,matched (3)
201706,520235,7.0511265,7.9899998,6.5,6,2.5576394,353,01-06-2017,2017-06-01,117390,2017,6,2,matched (3)
201707,520235,7.1314483,8,6.5,6,2.5391998,354,01-07-2017,2017-07-01,117692,2017,7,3,matched (3)
201708,520235,6.779007,7,6,5.9899998,2.4828072,355,01-08-2017,2017-08-01,117018,2017,8,3,matched (3)
201709,520235,7.0433803,8,6.5,6,2.6611662,356,01-09-2017,2017-09-01,117013,2017,9,3,matched (3)
201710,520235,7.8102832,8.9899998,7,6,3.1281915,357,01-10-2017,2017-10-01,116488,2017,10,4,matched (3)
201711,520235,8.0931063,9.5,7,6.9899998,3.0724733,358,01-11-2017,2017-11-01,116285,2017,11,4,matched (3)
201712,520235,8.120472,9.5,7,6.9899998,3.086098,359,01-12-2017,2017-12-01,117146,2017,12,4,matched (3)
201801,520235,8.1955357,9.5,7,6.9899998,2.9867795,360,01-01-2018,2018-01-01,116458,2018,1,1,matched (3)
201802,520235,7.7995834,8,7,6,3.4056814,361,01-02-2018,2018-02-01,122581,2018,2,1,matched (3)
201803,520235,7.2360902,7,6.9899998,5.0999999,3.3171942,362,01-03-2018,2018-03-01,125211,2018,3,1,matched (3)
201804,520235,6.9357662,7,6,5,3.2986784,363,01-04-2018,2018-04-01,126219,2018,4,2,matched (3)
201805,520235,6.6731291,7,6,5,3.6919541,364,01-05-2018,2018-05-01,126941,2018,5,2,matched (3)
201806,520235,6.8017807,7,6,5.0999999,3.707973,365,01-06-2018,2018-06-01,126695,2018,6,2,matched (3)
201807,520235,6.9776258,7,6,5.4899998,3.983542,366,01-07-2018,2018-07-01,124520,2018,7,3,matched (3)
201808,520235,6.7144117,7,6,5,3.7747056,367,01-08-2018,2018-08-01,124079,2018,8,3,matched (3)
201809,520235,6.7868462,7,6,5,3.522053,368,01-09-2018,2018-09-01,124265,2018,9,3,matched (3)
201810,520235,7.4193206,8,7,6,2.825268,369,01-10-2018,2018-10-01,124191,2018,10,4,matched (3)
201811,520235,8.0780201,9.5,7,6.9899998,3.156137,370,01-11-2018,2018-11-01,123289,2018,11,4,matched (3)
201812,520235,8.4886236,10.49,7,7,3.1921241,371,01-12-2018,2018-12-01,125381,2018,12,4,matched (3)
201901,520235,8.1879625,9.7449999,7,6.9949999,3.0942016,372,01-01-2019,2019-01-01,125531,2019,1,1,matched (3)
201902,520235,7.3122416,8,7,6,2.9940588,373,01-02-2019,2019-02-01,124018,2019,2,1,matched (3)
201903,520235,7.0636091,8,7,5.9899998,2.6946585,374,01-03-2019,2019-03-01,127885,2019,3,1,matched (3)
201904,520235,7.007092,8,6,5.9899998,2.7842901,375,01-04-2019,2019-04-01,128853,2019,4,2,matched (3)
201905,520235,6.5659285,7,6,5,2.7337224,376,01-05-2019,2019-05-01,128682,2019,5,2,matched (3)
