quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,_merge
199809,210414,1.2563359,1.79,.99000001,.97000003,128,01-09-1998,1998-09-01,109148,1998,9,3,matched (3)
199810,210414,1.2475384,1.79,.99000001,.99000001,129,01-10-1998,1998-10-01,108530,1998,10,4,matched (3)
199811,210414,1.2662773,1.79,.99000001,.97000003,130,01-11-1998,1998-11-01,110134,1998,11,4,matched (3)
199812,210414,1.2530597,1.79,.99000001,.94,131,01-12-1998,1998-12-01,109954,1998,12,4,matched (3)
199901,210414,1.3348913,1.79,.99000001,.99000001,132,01-01-1999,1999-01-01,76829,1999,1,1,matched (3)
199902,210414,1.2108943,1.6900001,.99000001,.99000001,133,01-02-1999,1999-02-01,103893,1999,2,1,matched (3)
199903,210414,1.2284375,1.6900001,.99000001,.96500003,134,01-03-1999,1999-03-01,106210,1999,3,1,matched (3)
199904,210414,1.2287769,1.6900001,.99000001,.99000001,135,01-04-1999,1999-04-01,107934,1999,4,2,matched (3)
199905,210414,1.2439843,1.6900001,.99000001,.99000001,136,01-05-1999,1999-05-01,109518,1999,5,2,matched (3)
199906,210414,1.2658015,1.6900001,.99000001,.99000001,137,01-06-1999,1999-06-01,110967,1999,6,2,matched (3)
199907,210414,1.2487879,1.6900001,.99000001,.99000001,138,01-07-1999,1999-07-01,109979,1999,7,3,matched (3)
199908,210414,1.2541984,1.6900001,.99000001,.98000002,139,01-08-1999,1999-08-01,107986,1999,8,3,matched (3)
199909,210414,1.2633835,1.6900001,.99000001,.98000002,140,01-09-1999,1999-09-01,108310,1999,9,3,matched (3)
199910,210414,1.223876,1.6900001,.99000001,.88999999,141,01-10-1999,1999-10-01,108626,1999,10,4,matched (3)
199911,210414,1.2195455,1.6900001,.99000001,.88999999,142,01-11-1999,1999-11-01,108959,1999,11,4,matched (3)
199912,210414,1.2054478,1.59,.99000001,.88999999,143,01-12-1999,1999-12-01,110478,1999,12,4,matched (3)
200001,210414,1.2007031,1.59,.99000001,.88999999,144,01-01-2000,2000-01-01,105846,2000,1,1,matched (3)
200002,210414,1.2040678,1.49,.99000001,.88999999,145,01-02-2000,2000-02-01,99732,2000,2,1,matched (3)
200003,210414,1.1956897,1.59,.99000001,.88999999,146,01-03-2000,2000-03-01,103687,2000,3,1,matched (3)
200004,210414,1.2258594,1.72,.99000001,.88999999,147,01-04-2000,2000-04-01,106130,2000,4,2,matched (3)
200005,210414,1.2519166,1.79,.99000001,.83999997,148,01-05-2000,2000-05-01,107453,2000,5,2,matched (3)
200006,210414,1.2421374,1.79,.99000001,.83999997,149,01-06-2000,2000-06-01,106540,2000,6,2,matched (3)
200007,210414,1.2383871,1.79,.99000001,.83999997,150,01-07-2000,2000-07-01,107334,2000,7,3,matched (3)
200008,210414,1.2309524,1.79,.99000001,.83999997,151,01-08-2000,2000-08-01,104159,2000,8,3,matched (3)
200009,210414,1.2297778,1.79,.99000001,.83999997,152,01-09-2000,2000-09-01,104363,2000,9,3,matched (3)
200010,210414,1.2383333,1.79,.99000001,.83999997,153,01-10-2000,2000-10-01,105335,2000,10,4,matched (3)
200011,210414,1.2462698,1.79,.99000001,.83999997,154,01-11-2000,2000-11-01,105762,2000,11,4,matched (3)
200012,210414,1.2379527,1.6799999,.99000001,.83999997,155,01-12-2000,2000-12-01,106142,2000,12,4,matched (3)
200101,210414,1.2349607,1.6799999,.99000001,.83999997,156,01-01-2001,2001-01-01,102504,2001,1,1,matched (3)
200102,210414,1.2559199,1.79,.99000001,.83999997,157,01-02-2001,2001-02-01,104038,2001,2,1,matched (3)
200103,210414,1.2582678,1.79,.99000001,.83999997,158,01-03-2001,2001-03-01,104696,2001,3,1,matched (3)
200104,210414,1.2068852,1.6799999,.99000001,.83999997,159,01-04-2001,2001-04-01,105771,2001,4,2,matched (3)
200105,210414,1.2960869,1.79,.99000001,.99000001,160,01-05-2001,2001-05-01,108055,2001,5,2,matched (3)
200106,210414,1.2923577,1.79,.99000001,.94,161,01-06-2001,2001-06-01,109596,2001,6,2,matched (3)
200107,210414,1.2790698,1.79,.99000001,.85000002,162,01-07-2001,2001-07-01,108549,2001,7,3,matched (3)
200108,210414,1.2874399,1.79,.99000001,.94,163,01-08-2001,2001-08-01,106934,2001,8,3,matched (3)
200109,210414,1.2742969,1.79,.99000001,.94,164,01-09-2001,2001-09-01,105656,2001,9,3,matched (3)
200110,210414,1.3005109,1.79,1.03,.94,165,01-10-2001,2001-10-01,106902,2001,10,4,matched (3)
200111,210414,1.2650387,1.79,.99000001,.83999997,166,01-11-2001,2001-11-01,107581,2001,11,4,matched (3)
200112,210414,1.2913953,1.79,1.05,.83999997,167,01-12-2001,2001-12-01,106644,2001,12,4,matched (3)
200201,210414,1.2775806,1.8099999,.99000001,.83999997,168,01-01-2002,2002-01-01,104308,2002,1,1,matched (3)
200202,210414,1.3259091,1.85,1.1799999,.83999997,169,01-02-2002,2002-02-01,102172,2002,2,1,matched (3)
200203,210414,1.2546903,1.79,.99000001,.83999997,170,01-03-2002,2002-03-01,104671,2002,3,1,matched (3)
200204,210414,1.3023577,1.79,1.09,.83999997,171,01-04-2002,2002-04-01,104217,2002,4,2,matched (3)
200205,210414,1.3136585,1.85,1.09,.83999997,172,01-05-2002,2002-05-01,106651,2002,5,2,matched (3)
200206,210414,1.3273554,1.85,1.1799999,.83999997,173,01-06-2002,2002-06-01,106955,2002,6,2,matched (3)
200207,210414,1.3433913,1.89,1.1799999,.83999997,174,01-07-2002,2002-07-01,106605,2002,7,3,matched (3)
200208,210414,1.327,1.89,1.17,.83999997,175,01-08-2002,2002-08-01,104997,2002,8,3,matched (3)
200209,210414,1.345826,1.89,1.1799999,.83999997,176,01-09-2002,2002-09-01,103963,2002,9,3,matched (3)
200210,210414,1.3245536,1.89,1.17,.83999997,177,01-10-2002,2002-10-01,105493,2002,10,4,matched (3)
200211,210414,1.3342342,1.89,1.17,.83999997,178,01-11-2002,2002-11-01,106130,2002,11,4,matched (3)
200212,210414,1.3561291,1.9200001,1.1799999,.83999997,179,01-12-2002,2002-12-01,106032,2002,12,4,matched (3)
200301,210414,1.3579339,1.95,1.1799999,.83999997,180,01-01-2003,2003-01-01,103660,2003,1,1,matched (3)
200302,210414,1.3342373,1.89,1.1799999,.83999997,181,01-02-2003,2003-02-01,106569,2003,2,1,matched (3)
200303,210414,1.3718487,1.89,1.1900001,.83999997,182,01-03-2003,2003-03-01,107246,2003,3,1,matched (3)
200304,210414,1.3237363,1.89,1.17,.85000002,183,01-04-2003,2003-04-01,96279,2003,4,2,matched (3)
200305,210414,1.3125806,1.85,1.17,.85000002,184,01-05-2003,2003-05-01,99396,2003,5,2,matched (3)
200306,210414,1.3001087,1.87,.995,.84500003,185,01-06-2003,2003-06-01,100902,2003,6,2,matched (3)
200307,210414,1.2998924,1.74,1.12,.85000002,186,01-07-2003,2003-07-01,101269,2003,7,3,matched (3)
200308,210414,1.2928125,1.745,1.115,.85000002,187,01-08-2003,2003-08-01,100534,2003,8,3,matched (3)
200309,210414,1.2963265,1.75,1.1,.85000002,188,01-09-2003,2003-09-01,101448,2003,9,3,matched (3)
200310,210414,1.2843565,1.74,1.09,.83999997,189,01-10-2003,2003-10-01,104513,2003,10,4,matched (3)
200311,210414,1.285339,1.75,1.135,.83999997,190,01-11-2003,2003-11-01,109068,2003,11,4,matched (3)
200312,210414,1.2823478,1.75,1.12,.83999997,191,01-12-2003,2003-12-01,110012,2003,12,4,matched (3)
200401,210414,1.3282204,1.79,1.15,.85000002,192,01-01-2004,2004-01-01,107904,2004,1,1,matched (3)
200402,210414,1.3436698,1.84,1.15,.94,193,01-02-2004,2004-02-01,103439,2004,2,1,matched (3)
200403,210414,1.3962617,1.89,1.17,.99000001,194,01-03-2004,2004-03-01,105011,2004,3,1,matched (3)
200404,210414,1.4130702,1.89,1.1800001,.99000001,195,01-04-2004,2004-04-01,105509,2004,4,2,matched (3)
200405,210414,1.3698058,1.79,1.15,.98000002,196,01-05-2004,2004-05-01,107319,2004,5,2,matched (3)
200406,210414,1.4210185,1.89,1.17,.99000001,197,01-06-2004,2004-06-01,107774,2004,6,2,matched (3)
200407,210414,1.3906195,1.89,1.15,.99000001,198,01-07-2004,2004-07-01,106865,2004,7,3,matched (3)
200408,210414,1.3900909,1.89,1.135,.99000001,199,01-08-2004,2004-08-01,105050,2004,8,3,matched (3)
200409,210414,1.370577,1.89,1.11,.99000001,200,01-09-2004,2004-09-01,104170,2004,9,3,matched (3)
200410,210414,1.3769444,1.89,1.11,.99000001,201,01-10-2004,2004-10-01,105471,2004,10,4,matched (3)
200411,210414,1.3661062,1.76,1.11,.99000001,202,01-11-2004,2004-11-01,106502,2004,11,4,matched (3)
200412,210414,1.4513913,1.99,1.29,.99000001,203,01-12-2004,2004-12-01,106782,2004,12,4,matched (3)
200501,210414,1.4352992,1.97,1.1900001,.99000001,204,01-01-2005,2005-01-01,103613,2005,1,1,matched (3)
200502,210414,1.5750526,1.99,1.49,.99000001,205,01-02-2005,2005-02-01,108851,2005,2,1,matched (3)
200503,210414,1.5776635,1.99,1.49,.99000001,206,01-03-2005,2005-03-01,109174,2005,3,1,matched (3)
200504,210414,1.5383929,1.99,1.49,.99000001,207,01-04-2005,2005-04-01,112133,2005,4,2,matched (3)
200505,210414,1.4176984,1.89,1.29,.99000001,208,01-05-2005,2005-05-01,111815,2005,5,2,matched (3)
200506,210414,1.4774359,1.98,1.48,.99000001,209,01-06-2005,2005-06-01,114133,2005,6,2,matched (3)
200507,210414,1.4581356,1.98,1.1900001,.99000001,210,01-07-2005,2005-07-01,112702,2005,7,3,matched (3)
200508,210414,1.4718852,1.97,1.39,.99000001,211,01-08-2005,2005-08-01,111794,2005,8,3,matched (3)
200509,210414,1.4316379,1.89,1.39,.99000001,212,01-09-2005,2005-09-01,111426,2005,9,3,matched (3)
200510,210414,1.4061607,1.9300001,1.15,.99000001,213,01-10-2005,2005-10-01,108500,2005,10,4,matched (3)
200511,210414,1.4578261,1.97,1.39,.99000001,214,01-11-2005,2005-11-01,104534,2005,11,4,matched (3)
200512,210414,1.4701681,1.97,1.39,.99000001,215,01-12-2005,2005-12-01,109077,2005,12,4,matched (3)
200601,210414,1.4966956,1.99,1.39,.99000001,216,01-01-2006,2006-01-01,104610,2006,1,1,matched (3)
200602,210414,1.5202727,1.99,1.485,.99000001,217,01-02-2006,2006-02-01,100465,2006,2,1,matched (3)
200603,210414,1.4878182,1.99,1.39,.99000001,218,01-03-2006,2006-03-01,103882,2006,3,1,matched (3)
200604,210414,1.5013393,1.99,1.4349999,.99000001,219,01-04-2006,2006-04-01,107567,2006,4,2,matched (3)
200605,210414,1.4386916,1.97,1.39,.99000001,220,01-05-2006,2006-05-01,109228,2006,5,2,matched (3)
200606,210414,1.4461321,1.97,1.1900001,.99000001,221,01-06-2006,2006-06-01,110194,2006,6,2,matched (3)
200607,210414,1.4262617,1.97,1.1900001,.99000001,222,01-07-2006,2006-07-01,107021,2006,7,3,matched (3)
200608,210414,1.3991743,1.79,1,.99000001,223,01-08-2006,2006-08-01,105147,2006,8,3,matched (3)
200609,210414,1.360283,1.79,1,.99000001,224,01-09-2006,2006-09-01,105598,2006,9,3,matched (3)
200610,210414,1.4054054,1.79,1.15,.99000001,225,01-10-2006,2006-10-01,106345,2006,10,4,matched (3)
200611,210414,1.3943925,1.79,1.1900001,.99000001,226,01-11-2006,2006-11-01,107067,2006,11,4,matched (3)
200612,210414,1.3576924,1.6900001,1.025,.99000001,227,01-12-2006,2006-12-01,107974,2006,12,4,matched (3)
200701,210414,1.3594117,1.75,1.025,.99000001,228,01-01-2007,2007-01-01,94734,2007,1,1,matched (3)
200702,210414,1.3863107,1.79,1,.99000001,229,01-02-2007,2007-02-01,94993,2007,2,1,matched (3)
200703,210414,1.3966355,1.79,1,1,230,01-03-2007,2007-03-01,99770,2007,3,1,matched (3)
200704,210414,1.3794792,1.8199999,1,.99000001,231,01-04-2007,2007-04-01,101168,2007,4,2,matched (3)
200705,210414,1.4123809,1.79,1,1,232,01-05-2007,2007-05-01,102992,2007,5,2,matched (3)
200706,210414,1.3481308,1.79,1,.99000001,233,01-06-2007,2007-06-01,104456,2007,6,2,matched (3)
200707,210414,1.3607143,1.8199999,1,.99000001,234,01-07-2007,2007-07-01,103584,2007,7,3,matched (3)
200708,210414,1.3576272,1.79,1,.99000001,235,01-08-2007,2007-08-01,103198,2007,8,3,matched (3)
200709,210414,1.3606141,1.79,1,.99000001,236,01-09-2007,2007-09-01,103769,2007,9,3,matched (3)
200710,210414,1.3781739,1.8,1,.99000001,237,01-10-2007,2007-10-01,105114,2007,10,4,matched (3)
200711,210414,1.4195,1.96,1,.99000001,238,01-11-2007,2007-11-01,107436,2007,11,4,matched (3)
200712,210414,1.4182353,1.9299999,1,.99000001,239,01-12-2007,2007-12-01,107286,2007,12,4,matched (3)
200801,210414,1.4047899,1.8,1,.99000001,240,01-01-2008,2008-01-01,102691,2008,1,1,matched (3)
200802,210414,1.395965,1.8,1,.99000001,241,01-02-2008,2008-02-01,100511,2008,2,1,matched (3)
200803,210414,1.3974038,1.8,1,.99000001,242,01-03-2008,2008-03-01,105118,2008,3,1,matched (3)
200804,210414,1.5317073,2,1.26,1,243,01-04-2008,2008-04-01,99887,2008,4,2,matched (3)
200805,210414,1.498052,1.99,1,1,244,01-05-2008,2008-05-01,100583,2008,5,2,matched (3)
200806,210414,1.4850562,2,1,1,245,01-06-2008,2008-06-01,101446,2008,6,2,matched (3)
200807,210414,1.6041111,2.29,1,1,246,01-07-2008,2008-07-01,102214,2008,7,3,matched (3)
200808,210414,1.7575999,2.3499999,1.65,1,247,01-08-2008,2008-08-01,102314,2008,8,3,matched (3)
200809,210414,1.8436364,2.49,1.98,1,248,01-09-2008,2008-09-01,102828,2008,9,3,matched (3)
200810,210414,1.9024743,2.79,1.89,1,249,01-10-2008,2008-10-01,103994,2008,10,4,matched (3)
200811,210414,1.9437736,2.79,1.98,1,250,01-11-2008,2008-11-01,104756,2008,11,4,matched (3)
200812,210414,1.9743119,2.79,1.98,1.09,251,01-12-2008,2008-12-01,101854,2008,12,4,matched (3)
200901,210414,1.9626548,2.79,1.96,1.1799999,252,01-01-2009,2009-01-01,98184,2009,1,1,matched (3)
200902,210414,1.9323585,2.49,1.99,1.09,253,01-02-2009,2009-02-01,91764,2009,2,1,matched (3)
200903,210414,1.9069091,2.49,1.975,1.09,254,01-03-2009,2009-03-01,97144,2009,3,1,matched (3)
200904,210414,1.9423364,2.96,1.99,1,255,01-04-2009,2009-04-01,99211,2009,4,2,matched (3)
200905,210414,1.9275454,2.49,1.99,1,256,01-05-2009,2009-05-01,100141,2009,5,2,matched (3)
200906,210414,1.9317143,2.49,1.99,1,257,01-06-2009,2009-06-01,99984,2009,6,2,matched (3)
200907,210414,1.9431776,2.55,1.99,1,258,01-07-2009,2009-07-01,100430,2009,7,3,matched (3)
200908,210414,1.9714423,2.96,1.99,1.0450001,259,01-08-2009,2009-08-01,101010,2009,8,3,matched (3)
200909,210414,1.9797196,2.96,1.99,1.09,260,01-09-2009,2009-09-01,102020,2009,9,3,matched (3)
200910,210414,1.8428704,2.3499999,1.99,1,261,01-10-2009,2009-10-01,102962,2009,10,4,matched (3)
200911,210414,1.952963,2.96,1.99,1.05,262,01-11-2009,2009-11-01,104223,2009,11,4,matched (3)
200912,210414,1.8203846,2.49,1.75,1.09,263,01-12-2009,2009-12-01,105319,2009,12,4,matched (3)
201001,210414,1.8729914,2.49,1.75,1,264,01-01-2010,2010-01-01,101545,2010,1,1,matched (3)
201002,210414,1.8340449,2.49,1.75,1,265,01-02-2010,2010-02-01,97889,2010,2,1,matched (3)
201003,210414,1.8375825,2.49,1.6900001,1,266,01-03-2010,2010-03-01,102189,2010,3,1,matched (3)
201004,210414,1.8497591,2.49,1.74,1,267,01-04-2010,2010-04-01,104566,2010,4,2,matched (3)
201005,210414,1.7621111,2.1900001,1.6900001,1,268,01-05-2010,2010-05-01,105655,2010,5,2,matched (3)
201006,210414,1.7958416,2.49,1.74,1,269,01-06-2010,2010-06-01,106532,2010,6,2,matched (3)
201007,210414,1.8295496,2.49,1.99,1,270,01-07-2010,2010-07-01,107229,2010,7,3,matched (3)
201008,210414,1.7734711,2.1900001,1.75,1,271,01-08-2010,2010-08-01,108091,2010,8,3,matched (3)
201009,210414,1.8345379,2.49,1.99,1,272,01-09-2010,2010-09-01,108500,2010,9,3,matched (3)
201010,210414,1.8376033,2.49,2,1.27,273,01-10-2010,2010-10-01,109466,2010,10,4,matched (3)
201011,210414,1.8099108,2.49,2,1.125,274,01-11-2010,2010-11-01,109784,2010,11,4,matched (3)
201012,210414,1.8449074,2.49,2,1.3,275,01-12-2010,2010-12-01,110303,2010,12,4,matched (3)
201101,210414,1.7782882,2.49,1.75,1.3,276,01-01-2011,2011-01-01,107592,2011,1,1,matched (3)
201102,210414,1.9217757,2.49,2,1.3,277,01-02-2011,2011-02-01,107243,2011,2,1,matched (3)
201103,210414,1.8770642,2.1900001,1.99,1.29,278,01-03-2011,2011-03-01,111703,2011,3,1,matched (3)
201104,210414,1.847234,2.29,2,1.1900001,279,01-04-2011,2011-04-01,110135,2011,4,2,matched (3)
201105,210414,1.7531624,2,1.66,1.27,280,01-05-2011,2011-05-01,110905,2011,5,2,matched (3)
201106,210414,1.9245763,2.5,2,1.27,281,01-06-2011,2011-06-01,110923,2011,6,2,matched (3)
201107,210414,2.0344539,2.79,2,1.27,282,01-07-2011,2011-07-01,110938,2011,7,3,matched (3)
201108,210414,2.0553601,2.5,2,1.29,283,01-08-2011,2011-08-01,111624,2011,8,3,matched (3)
201109,210414,2.0256488,2.5,2,1.27,284,01-09-2011,2011-09-01,112468,2011,9,3,matched (3)
201110,210414,2.0304651,2.5,2,1.27,285,01-10-2011,2011-10-01,112689,2011,10,4,matched (3)
201111,210414,1.9161156,2.3,1.99,1.27,286,01-11-2011,2011-11-01,112558,2011,11,4,matched (3)
201112,210414,2.011157,2.97,2,1.27,287,01-12-2011,2011-12-01,113770,2011,12,4,matched (3)
201201,210414,1.9641804,2.5,2,1.27,288,01-01-2012,2012-01-01,112915,2012,1,1,matched (3)
201202,210414,2.0555372,2.99,2,1.49,289,01-02-2012,2012-02-01,109908,2012,2,1,matched (3)
201203,210414,2.165242,2.99,2,1.49,290,01-03-2012,2012-03-01,112591,2012,3,1,matched (3)
201204,210414,1.9585087,2.49,1.79,1,291,01-04-2012,2012-04-01,111722,2012,4,2,matched (3)
201205,210414,1.9820354,2.49,2,1.49,292,01-05-2012,2012-05-01,112977,2012,5,2,matched (3)
