quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,_merge
199406,211014,2.59495,2.8439598,2.623498,2.1825738,77,01-06-1994,1994-06-01,118695,1994,6,2,matched (3)
199407,211014,2.6188848,2.8660059,2.623498,2.1825738,78,01-07-1994,1994-07-01,120570,1994,7,3,matched (3)
199408,211014,2.5763216,2.8439598,2.623498,2.1825738,79,01-08-1994,1994-08-01,106634,1994,8,3,matched (3)
199409,211014,2.5895622,2.8660059,2.623498,2.1825738,80,01-09-1994,1994-09-01,116814,1994,9,3,matched (3)
199410,211014,2.6056821,2.9762371,2.623498,2.1825738,81,01-10-1994,1994-10-01,115660,1994,10,4,matched (3)
199411,211014,2.6076245,2.9762371,2.623498,2.1825738,82,01-11-1994,1994-11-01,117297,1994,11,4,matched (3)
199412,211014,2.6187153,2.9762371,2.623498,2.1825738,83,01-12-1994,1994-12-01,116315,1994,12,4,matched (3)
199501,211014,2.5856712,2.9762371,2.623498,2.1825738,84,01-01-1995,1995-01-01,115148,1995,1,1,matched (3)
199502,211014,2.6005621,2.9762371,2.623498,2.1825738,85,01-02-1995,1995-02-01,110133,1995,2,1,matched (3)
199503,211014,2.5940821,2.888052,2.623498,2.1825738,86,01-03-1995,1995-03-01,113822,1995,3,1,matched (3)
199504,211014,2.6445086,3.0423756,2.6896365,2.1825738,87,01-04-1995,1995-04-01,119189,1995,4,2,matched (3)
199505,211014,2.6731329,3.0644217,2.6896365,2.1825738,88,01-05-1995,1995-05-01,121754,1995,5,2,matched (3)
199506,211014,2.7058284,3.0644217,2.766798,2.4030359,89,01-06-1995,1995-06-01,123384,1995,6,2,matched (3)
199507,211014,2.6803212,3.0644217,2.755775,2.2707586,90,01-07-1995,1995-07-01,123162,1995,7,3,matched (3)
199508,211014,2.7136979,3.0644217,2.755775,2.4030359,91,01-08-1995,1995-08-01,122786,1995,8,3,matched (3)
199509,211014,2.7021737,3.0754447,2.6455441,2.4030359,92,01-09-1995,1995-09-01,123415,1995,9,3,matched (3)
199510,211014,2.7400701,3.086468,2.8439598,2.3589435,93,01-10-1995,1995-10-01,123492,1995,10,4,matched (3)
199511,211014,2.7496021,3.0644217,2.8439598,2.4030359,94,01-11-1995,1995-11-01,124808,1995,11,4,matched (3)
199512,211014,2.7751756,3.086468,2.8439598,2.4030359,95,01-12-1995,1995-12-01,125879,1995,12,4,matched (3)
199601,211014,2.7791953,3.086468,2.8439598,2.4030359,96,01-01-1996,1996-01-01,135408,1996,1,1,matched (3)
199602,211014,3.0009146,3.2848837,3.0644217,2.6014514,97,01-02-1996,1996-02-01,128879,1996,2,1,matched (3)
199603,211014,2.9054182,3.2848837,2.8770289,2.4030359,98,01-03-1996,1996-03-01,130055,1996,3,1,matched (3)
199604,211014,3.0152323,3.2848837,3.0423756,2.6014514,99,01-04-1996,1996-04-01,133400,1996,4,2,matched (3)
199605,211014,3.0190623,3.2848837,3.0644217,2.623498,100,01-05-1996,1996-05-01,137447,1996,5,2,matched (3)
199606,211014,3.0502448,3.417161,3.086468,2.623498,101,01-06-1996,1996-06-01,141075,1996,6,2,matched (3)
199607,211014,3.0822425,3.5053458,3.1856761,2.623498,102,01-07-1996,1996-07-01,141114,1996,7,3,matched (3)
199608,211014,3.0330737,3.4392071,3.086468,2.623498,103,01-08-1996,1996-08-01,115650,1996,8,3,matched (3)
199609,211014,3.0564263,3.4392071,3.086468,2.623498,104,01-09-1996,1996-09-01,115367,1996,9,3,matched (3)
199610,211014,3.0286326,3.4832997,3.086468,2.623498,105,01-10-1996,1996-10-01,116066,1996,10,4,matched (3)
199611,211014,3.0602431,3.5053458,3.1195374,2.623498,106,01-11-1996,1996-11-01,115843,1996,11,4,matched (3)
199612,211014,3.0799463,3.5053458,3.1966991,2.623498,107,01-12-1996,1996-12-01,118682,1996,12,4,matched (3)
199701,211014,3.0774233,3.5053458,3.0754447,2.623498,108,01-01-1997,1997-01-01,115198,1997,1,1,matched (3)
199702,211014,3.0951009,3.5053458,3.1746528,2.623498,109,01-02-1997,1997-02-01,111216,1997,2,1,matched (3)
199703,211014,3.114917,3.5053458,3.1746528,2.623498,110,01-03-1997,1997-03-01,110302,1997,3,1,matched (3)
199704,211014,3.0929432,3.5053458,3.0533986,2.623498,111,01-04-1997,1997-04-01,113726,1997,4,2,matched (3)
199705,211014,3.0819476,3.5053458,2.9762371,2.623498,112,01-05-1997,1997-05-01,116191,1997,5,2,matched (3)
199706,211014,3.1137633,3.5053458,3.0644217,2.623498,113,01-06-1997,1997-06-01,118238,1997,6,2,matched (3)
199707,211014,3.1148131,3.5053458,3.0644217,2.623498,114,01-07-1997,1997-07-01,117317,1997,7,3,matched (3)
199708,211014,3.0837829,3.5053458,3.0423756,2.623498,115,01-08-1997,1997-08-01,116676,1997,8,3,matched (3)
199709,211014,3.0888178,3.5053458,3.0423756,2.623498,116,01-09-1997,1997-09-01,117704,1997,9,3,matched (3)
199710,211014,3.1070583,3.5053458,3.0644217,2.623498,117,01-10-1997,1997-10-01,117099,1997,10,4,matched (3)
199711,211014,3.0780263,3.5053458,2.8660059,2.623498,118,01-11-1997,1997-11-01,117659,1997,11,4,matched (3)
199712,211014,3.1035752,3.5053458,2.8880522,2.623498,119,01-12-1997,1997-12-01,117241,1997,12,4,matched (3)
199801,211014,3.0794914,3.5053458,2.9100986,2.623498,120,01-01-1998,1998-01-01,115152,1998,1,1,matched (3)
199802,211014,3.0979602,3.5053458,2.8660059,2.623498,121,01-02-1998,1998-02-01,103493,1998,2,1,matched (3)
199803,211014,3.1306384,3.5053458,3.0644217,2.623498,122,01-03-1998,1998-03-01,105832,1998,3,1,matched (3)
199804,211014,3.1152139,3.5053458,3.0423756,2.623498,123,01-04-1998,1998-04-01,107681,1998,4,2,matched (3)
199805,211014,3.1244152,3.5053458,3.0423756,2.623498,124,01-05-1998,1998-05-01,109251,1998,5,2,matched (3)
199806,211014,3.1042447,3.5053458,2.9762371,2.6014514,125,01-06-1998,1998-06-01,111444,1998,6,2,matched (3)
199807,211014,3.1089094,3.5053458,3.0644217,2.623498,126,01-07-1998,1998-07-01,109571,1998,7,3,matched (3)
199808,211014,3.1241174,3.5053458,3.0644217,2.623498,127,01-08-1998,1998-08-01,108215,1998,8,3,matched (3)
199809,211014,3.1049066,3.5053458,3.0423756,2.623498,128,01-09-1998,1998-09-01,109148,1998,9,3,matched (3)
199810,211014,3.1076822,3.5053458,2.9982831,2.623498,129,01-10-1998,1998-10-01,108530,1998,10,4,matched (3)
199811,211014,3.1674879,3.5163689,3.0754447,2.623498,130,01-11-1998,1998-11-01,110134,1998,11,4,matched (3)
199812,211014,3.1680875,3.5053458,3.0644217,2.623498,131,01-12-1998,1998-12-01,109954,1998,12,4,matched (3)
199902,211014,3.093775,3.5,3.0599999,2.6199999,133,01-02-1999,1999-02-01,103893,1999,2,1,matched (3)
199903,211014,3.1757352,3.51,3.0599999,2.6199999,134,01-03-1999,1999-03-01,106210,1999,3,1,matched (3)
199904,211014,3.1637638,3.51,3.0599999,2.6199999,135,01-04-1999,1999-04-01,107934,1999,4,2,matched (3)
199905,211014,3.1711786,3.51,3.0899999,2.6199999,136,01-05-1999,1999-05-01,109518,1999,5,2,matched (3)
199906,211014,3.108546,3.51,3.0599999,2.6199999,137,01-06-1999,1999-06-01,110967,1999,6,2,matched (3)
199907,211014,3.1703358,3.6400001,3.0749998,2.6199999,138,01-07-1999,1999-07-01,109979,1999,7,3,matched (3)
199908,211014,3.1926315,3.72,3.0749998,2.6199999,139,01-08-1999,1999-08-01,107986,1999,8,3,matched (3)
199909,211014,3.1663296,3.7,3.0599999,2.6199999,140,01-09-1999,1999-09-01,108310,1999,9,3,matched (3)
199910,211014,3.1613603,3.7,3.0599999,2.6199999,141,01-10-1999,1999-10-01,108626,1999,10,4,matched (3)
199911,211014,3.1767519,3.7,3.2,2.6199999,142,01-11-1999,1999-11-01,108959,1999,11,4,matched (3)
199912,211014,3.1913383,3.7,3.0599999,2.6199999,143,01-12-1999,1999-12-01,110478,1999,12,4,matched (3)
200001,211014,3.165709,3.7,3.0899999,2.6199999,144,01-01-2000,2000-01-01,105846,2000,1,1,matched (3)
200002,211014,3.1563118,3.7,3.22,2.6199999,145,01-02-2000,2000-02-01,99732,2000,2,1,matched (3)
200003,211014,3.1472373,3.6900001,3.2,2.6199999,146,01-03-2000,2000-03-01,103687,2000,3,1,matched (3)
200004,211014,3.150151,3.6300001,3.0899999,2.6300001,147,01-04-2000,2000-04-01,106130,2000,4,2,matched (3)
200005,211014,3.1873827,3.7,3.27,2.625,148,01-05-2000,2000-05-01,107453,2000,5,2,matched (3)
200006,211014,3.1973541,3.7,3.28,2.6300001,149,01-06-2000,2000-06-01,106540,2000,6,2,matched (3)
200007,211014,3.2284315,3.72,3.26,2.6900001,150,01-07-2000,2000-07-01,107334,2000,7,3,matched (3)
200008,211014,3.2022135,3.7,3.26,2.6800001,151,01-08-2000,2000-08-01,104159,2000,8,3,matched (3)
200009,211014,3.1810715,3.7249999,3.28,2.6199999,152,01-09-2000,2000-09-01,104363,2000,9,3,matched (3)
200010,211014,3.2049801,3.73,3.26,2.6500001,153,01-10-2000,2000-10-01,105335,2000,10,4,matched (3)
200011,211014,3.2112892,3.7350001,3.26,2.6900001,154,01-11-2000,2000-11-01,105762,2000,11,4,matched (3)
200012,211014,3.2480378,3.75,3.26,2.73,155,01-12-2000,2000-12-01,106142,2000,12,4,matched (3)
200101,211014,3.2372077,3.73,3.26,2.75,156,01-01-2001,2001-01-01,102504,2001,1,1,matched (3)
200102,211014,3.3236363,3.9000001,3.28,2.8399999,157,01-02-2001,2001-02-01,104038,2001,2,1,matched (3)
200103,211014,3.4781251,3.9650002,3.5,2.895,158,01-03-2001,2001-03-01,104696,2001,3,1,matched (3)
200104,211014,3.4477239,3.95,3.5,2.8399999,159,01-04-2001,2001-04-01,105771,2001,4,2,matched (3)
200105,211014,3.4500387,3.98,3.48,2.8399999,160,01-05-2001,2001-05-01,108055,2001,5,2,matched (3)
200106,211014,3.4014075,3.9300001,3.4000001,2.8199999,161,01-06-2001,2001-06-01,109596,2001,6,2,matched (3)
200107,211014,3.4437778,3.98,3.4850001,2.8199999,162,01-07-2001,2001-07-01,108549,2001,7,3,matched (3)
200108,211014,3.3685658,3.9200001,3.29,2.79,163,01-08-2001,2001-08-01,106934,2001,8,3,matched (3)
200109,211014,3.4372492,3.98,3.4100001,2.8399999,164,01-09-2001,2001-09-01,105656,2001,9,3,matched (3)
200110,211014,3.4498496,3.97,3.48,2.8399999,165,01-10-2001,2001-10-01,106902,2001,10,4,matched (3)
200111,211014,3.4336705,3.99,3.4100001,2.8399999,166,01-11-2001,2001-11-01,107581,2001,11,4,matched (3)
200112,211014,3.4745018,3.99,3.5,2.8399999,167,01-12-2001,2001-12-01,106644,2001,12,4,matched (3)
200201,211014,3.4624639,4.04,3.49,2.8399999,168,01-01-2002,2002-01-01,104308,2002,1,1,matched (3)
200202,211014,3.4947877,4.1599998,3.49,2.8399999,169,01-02-2002,2002-02-01,102172,2002,2,1,matched (3)
200203,211014,3.5057576,4.1399999,3.5,2.8399999,170,01-03-2002,2002-03-01,104671,2002,3,1,matched (3)
200204,211014,3.5436704,4.1700001,3.51,2.9100001,171,01-04-2002,2002-04-01,104217,2002,4,2,matched (3)
200205,211014,3.5568402,4.1900001,3.52,2.8699999,172,01-05-2002,2002-05-01,106651,2002,5,2,matched (3)
200206,211014,3.5643382,4.1800003,3.5,2.8800001,173,01-06-2002,2002-06-01,106955,2002,6,2,matched (3)
200207,211014,3.5612049,4.1399999,3.51,2.95,174,01-07-2002,2002-07-01,106605,2002,7,3,matched (3)
200208,211014,3.6089962,4.1900001,3.6199999,2.99,175,01-08-2002,2002-08-01,104997,2002,8,3,matched (3)
200209,211014,3.5718703,4.25,3.5349998,2.8800001,176,01-09-2002,2002-09-01,103963,2002,9,3,matched (3)
200210,211014,3.6013794,4.2800002,3.6900001,3,177,01-10-2002,2002-10-01,105493,2002,10,4,matched (3)
200211,211014,3.6069565,4.1900001,3.645,3.04,178,01-11-2002,2002-11-01,106130,2002,11,4,matched (3)
200212,211014,3.5935361,4.1900001,3.51,3.04,179,01-12-2002,2002-12-01,106032,2002,12,4,matched (3)
200301,211014,3.5824344,4.1399999,3.5799999,2.99,180,01-01-2003,2003-01-01,103660,2003,1,1,matched (3)
200302,211014,3.5643461,4.0699997,3.5050001,2.99,181,01-02-2003,2003-02-01,106569,2003,2,1,matched (3)
200303,211014,3.59356,4.0799999,3.6300001,2.99,182,01-03-2003,2003-03-01,107246,2003,3,1,matched (3)
200304,211014,3.6900001,4.3600001,3.72,3.0599999,183,01-04-2003,2003-04-01,96279,2003,4,2,matched (3)
200305,211014,3.6388445,4.1799998,3.7,3.0599999,184,01-05-2003,2003-05-01,99396,2003,5,2,matched (3)
200306,211014,3.718374,4.3600001,3.72,3.0599999,185,01-06-2003,2003-06-01,100902,2003,6,2,matched (3)
200307,211014,3.6976447,4.3600001,3.73,3.0599999,186,01-07-2003,2003-07-01,101269,2003,7,3,matched (3)
200308,211014,3.7028334,4.3600001,3.73,3.0599999,187,01-08-2003,2003-08-01,100534,2003,8,3,matched (3)
200309,211014,3.6873221,4.3600001,3.72,3.0599999,188,01-09-2003,2003-09-01,101448,2003,9,3,matched (3)
200310,211014,3.6927822,4.3600001,3.7249999,3.0450001,189,01-10-2003,2003-10-01,104513,2003,10,4,matched (3)
200311,211014,3.6726766,4.3600001,3.72,3.04,190,01-11-2003,2003-11-01,109068,2003,11,4,matched (3)
200312,211014,3.6763637,4.3800001,3.72,3.04,191,01-12-2003,2003-12-01,110012,2003,12,4,matched (3)
200401,211014,3.6822879,4.3600001,3.73,3.0599999,192,01-01-2004,2004-01-01,107904,2004,1,1,matched (3)
200402,211014,3.7826908,4.3899999,3.78,3.1099999,193,01-02-2004,2004-02-01,103439,2004,2,1,matched (3)
200403,211014,3.7811201,4.3899999,3.8,3.0699999,194,01-03-2004,2004-03-01,105011,2004,3,1,matched (3)
200404,211014,3.7594738,4.3899999,3.78,3.0599999,195,01-04-2004,2004-04-01,105509,2004,4,2,matched (3)
200405,211014,3.8372152,4.48,3.8599999,3.25,196,01-05-2004,2004-05-01,107319,2004,5,2,matched (3)
200406,211014,3.7513709,4.4899998,3.855,3.0599999,197,01-06-2004,2004-06-01,107774,2004,6,2,matched (3)
200407,211014,3.7877381,4.5,3.7750001,3.0599999,198,01-07-2004,2004-07-01,106865,2004,7,3,matched (3)
200408,211014,3.7969601,4.5,3.7350001,3.0599999,199,01-08-2004,2004-08-01,105050,2004,8,3,matched (3)
200409,211014,3.8502033,4.5900002,3.8850002,3.0599999,200,01-09-2004,2004-09-01,104170,2004,9,3,matched (3)
200410,211014,3.8175609,4.52,3.8850002,2.99,201,01-10-2004,2004-10-01,105471,2004,10,4,matched (3)
200411,211014,3.9781599,4.6799998,3.95,3.29,202,01-11-2004,2004-11-01,106502,2004,11,4,matched (3)
200412,211014,4.0291128,4.6999998,3.99,3.29,203,01-12-2004,2004-12-01,106782,2004,12,4,matched (3)
200501,211014,3.9412889,4.5950003,3.95,3.28,204,01-01-2005,2005-01-01,103613,2005,1,1,matched (3)
200502,211014,3.9843154,4.5999999,3.99,3.3099999,205,01-02-2005,2005-02-01,108851,2005,2,1,matched (3)
200503,211014,4.0166669,4.8000002,4.0500002,3.3299999,206,01-03-2005,2005-03-01,109174,2005,3,1,matched (3)
200504,211014,4.0247531,4.8000002,3.99,3.4000001,207,01-04-2005,2005-04-01,112133,2005,4,2,matched (3)
200505,211014,3.8378732,4.4000001,3.9400001,3.29,208,01-05-2005,2005-05-01,111815,2005,5,2,matched (3)
200506,211014,4.005547,4.6900001,3.99,3.46,209,01-06-2005,2005-06-01,114133,2005,6,2,matched (3)
200507,211014,4.0019841,4.6300001,3.9549999,3.46,210,01-07-2005,2005-07-01,112702,2005,7,3,matched (3)
200508,211014,3.9988446,4.6900001,3.99,3.3900001,211,01-08-2005,2005-08-01,111794,2005,8,3,matched (3)
200509,211014,3.9877689,4.6100001,3.96,3.4000001,212,01-09-2005,2005-09-01,111426,2005,9,3,matched (3)
200510,211014,4.0016599,4.6900001,3.96,3.48,213,01-10-2005,2005-10-01,108500,2005,10,4,matched (3)
200511,211014,4.0314398,4.6900001,3.99,3.4400001,214,01-11-2005,2005-11-01,104534,2005,11,4,matched (3)
200512,211014,4.0439024,4.8000002,4.0349998,3.49,215,01-12-2005,2005-12-01,109077,2005,12,4,matched (3)
200601,211014,4.0242519,4.8000002,4.0749998,3.4000001,216,01-01-2006,2006-01-01,104610,2006,1,1,matched (3)
200602,211014,3.9784899,4.6999998,3.99,3.3299999,217,01-02-2006,2006-02-01,100465,2006,2,1,matched (3)
200603,211014,4.0043321,4.8200002,4,3.3099999,218,01-03-2006,2006-03-01,103882,2006,3,1,matched (3)
200604,211014,3.9623201,4.6999998,4.0150003,3.3099999,219,01-04-2006,2006-04-01,107567,2006,4,2,matched (3)
200605,211014,3.9681377,4.7800002,4,3.3099999,220,01-05-2006,2006-05-01,109228,2006,5,2,matched (3)
200606,211014,4.0400834,4.8150001,4.0150003,3.5,221,01-06-2006,2006-06-01,110194,2006,6,2,matched (3)
200607,211014,3.9982157,4.8099999,3.99,3.4000001,222,01-07-2006,2006-07-01,107021,2006,7,3,matched (3)
200608,211014,4.0181451,4.8400002,3.99,3.395,223,01-08-2006,2006-08-01,105147,2006,8,3,matched (3)
200609,211014,4.0399218,4.8299999,4.1300001,3.4000001,224,01-09-2006,2006-09-01,105598,2006,9,3,matched (3)
200610,211014,4.0942521,4.8400002,4.1599998,3.53,225,01-10-2006,2006-10-01,106345,2006,10,4,matched (3)
200611,211014,4.0665779,4.8200002,4.1599998,3.48,226,01-11-2006,2006-11-01,107067,2006,11,4,matched (3)
200612,211014,4.1230769,4.8299999,4.165,3.5599999,227,01-12-2006,2006-12-01,107974,2006,12,4,matched (3)
200701,211014,4.1170082,4.8499999,4.1599998,3.49,228,01-01-2007,2007-01-01,94734,2007,1,1,matched (3)
200702,211014,4.1612196,4.8499999,4.1700001,3.5,229,01-02-2007,2007-02-01,94993,2007,2,1,matched (3)
200703,211014,4.1948209,4.8499999,4.1900001,3.5,230,01-03-2007,2007-03-01,99770,2007,3,1,matched (3)
200704,211014,4.1894379,4.8499999,4.1700001,3.53,231,01-04-2007,2007-04-01,101168,2007,4,2,matched (3)
200705,211014,4.1613946,4.8499999,4.1700001,3.49,232,01-05-2007,2007-05-01,102992,2007,5,2,matched (3)
