quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,_merge
200711,220209,1.7652974,1.8,1.7,1.6,238,01-11-2007,2007-11-01,107436,2007,11,4,matched (3)
200712,220209,1.7648979,1.8,1.7,1.6,239,01-12-2007,2007-12-01,107286,2007,12,4,matched (3)
200801,220209,1.7621415,1.8,1.7,1.6,240,01-01-2008,2008-01-01,102691,2008,1,1,matched (3)
200802,220209,1.761766,1.8,1.7,1.6,241,01-02-2008,2008-02-01,100511,2008,2,1,matched (3)
200803,220209,1.7690744,1.8,1.7,1.6,242,01-03-2008,2008-03-01,105118,2008,3,1,matched (3)
200804,220209,1.7690121,1.8,1.7,1.6,243,01-04-2008,2008-04-01,99887,2008,4,2,matched (3)
200805,220209,1.7941277,1.85,1.75,1.65,244,01-05-2008,2008-05-01,100583,2008,5,2,matched (3)
200806,220209,1.7963257,1.9,1.75,1.65,245,01-06-2008,2008-06-01,101446,2008,6,2,matched (3)
200807,220209,1.797375,1.9,1.75,1.65,246,01-07-2008,2008-07-01,102214,2008,7,3,matched (3)
200808,220209,1.7884978,1.85,1.75,1.65,247,01-08-2008,2008-08-01,102314,2008,8,3,matched (3)
200809,220209,1.845022,1.9,1.8,1.7,248,01-09-2008,2008-09-01,102828,2008,9,3,matched (3)
200810,220209,1.8451293,1.9,1.8,1.7,249,01-10-2008,2008-10-01,103994,2008,10,4,matched (3)
200811,220209,1.8452473,1.9,1.8,1.7,250,01-11-2008,2008-11-01,104756,2008,11,4,matched (3)
200812,220209,1.8451502,1.9,1.8,1.7,251,01-12-2008,2008-12-01,101854,2008,12,4,matched (3)
200901,220209,1.8539778,1.9,1.8,1.7,252,01-01-2009,2009-01-01,98184,2009,1,1,matched (3)
200902,220209,1.8555433,1.9,1.8,1.7,253,01-02-2009,2009-02-01,91764,2009,2,1,matched (3)
200903,220209,1.852668,1.9,1.8,1.7,254,01-03-2009,2009-03-01,97144,2009,3,1,matched (3)
200904,220209,1.852668,1.9,1.8,1.7,255,01-04-2009,2009-04-01,99211,2009,4,2,matched (3)
200905,220209,1.8709438,1.95,1.8,1.7,256,01-05-2009,2009-05-01,100141,2009,5,2,matched (3)
200906,220209,1.8700655,1.95,1.8,1.7,257,01-06-2009,2009-06-01,99984,2009,6,2,matched (3)
200907,220209,1.87122,1.95,1.8,1.7,258,01-07-2009,2009-07-01,100430,2009,7,3,matched (3)
200908,220209,1.87122,1.95,1.8,1.7,259,01-08-2009,2009-08-01,101010,2009,8,3,matched (3)
200909,220209,1.9085584,2,1.9,1.75,260,01-09-2009,2009-09-01,102020,2009,9,3,matched (3)
200910,220209,1.9106607,2,1.9,1.75,261,01-10-2009,2009-10-01,102962,2009,10,4,matched (3)
200911,220209,1.9152174,2,1.9,1.75,262,01-11-2009,2009-11-01,104223,2009,11,4,matched (3)
200912,220209,1.9152174,2,1.9,1.75,263,01-12-2009,2009-12-01,105319,2009,12,4,matched (3)
201001,220209,1.9191228,2,1.9,1.75,264,01-01-2010,2010-01-01,101545,2010,1,1,matched (3)
201002,220209,1.9189451,2,1.9,1.75,265,01-02-2010,2010-02-01,97889,2010,2,1,matched (3)
201003,220209,1.9205229,2,1.9,1.75,266,01-03-2010,2010-03-01,102189,2010,3,1,matched (3)
201004,220209,1.9207592,2,1.9,1.75,267,01-04-2010,2010-04-01,104566,2010,4,2,matched (3)
201005,220209,1.9401405,2,1.9,1.75,268,01-05-2010,2010-05-01,105655,2010,5,2,matched (3)
201006,220209,1.9349451,2,1.9,1.75,269,01-06-2010,2010-06-01,106532,2010,6,2,matched (3)
201007,220209,1.9345394,2,1.9,1.75,270,01-07-2010,2010-07-01,107229,2010,7,3,matched (3)
201008,220209,1.9345394,2,1.9,1.75,271,01-08-2010,2010-08-01,108091,2010,8,3,matched (3)
201009,220209,1.9423556,2,1.95,1.8,272,01-09-2010,2010-09-01,108500,2010,9,3,matched (3)
201010,220209,1.952,2,1.95,1.8,273,01-10-2010,2010-10-01,109466,2010,10,4,matched (3)
201011,220209,1.9588079,2,1.95,1.8,274,01-11-2010,2010-11-01,109784,2010,11,4,matched (3)
201012,220209,1.9588079,2,1.95,1.8,275,01-12-2010,2010-12-01,110303,2010,12,4,matched (3)
201101,220209,1.9721018,2,1.95,1.8,276,01-01-2011,2011-01-01,107592,2011,1,1,matched (3)
201102,220209,1.9743708,2,1.95,1.8,277,01-02-2011,2011-02-01,107243,2011,2,1,matched (3)
201103,220209,1.9728352,2,1.95,1.8,278,01-03-2011,2011-03-01,111703,2011,3,1,matched (3)
201104,220209,1.973326,2,1.95,1.8,279,01-04-2011,2011-04-01,110135,2011,4,2,matched (3)
201105,220209,1.9797045,2,1.95,1.8,280,01-05-2011,2011-05-01,110905,2011,5,2,matched (3)
201106,220209,1.9856787,2,1.95,1.8,281,01-06-2011,2011-06-01,110923,2011,6,2,matched (3)
201107,220209,1.9867634,2.05,1.95,1.8,282,01-07-2011,2011-07-01,110938,2011,7,3,matched (3)
201108,220209,1.9867634,2.05,1.95,1.8,283,01-08-2011,2011-08-01,111624,2011,8,3,matched (3)
201109,220209,2.0150001,2.0999999,2,1.85,284,01-09-2011,2011-09-01,112468,2011,9,3,matched (3)
201110,220209,2.0191176,2.0999999,2,1.85,285,01-10-2011,2011-10-01,112689,2011,10,4,matched (3)
201111,220209,2.0189888,2.0999999,2,1.85,286,01-11-2011,2011-11-01,112558,2011,11,4,matched (3)
201112,220209,2.0189888,2.0999999,2,1.85,287,01-12-2011,2011-12-01,113770,2011,12,4,matched (3)
201201,220209,2.0205204,2.0999999,2,1.85,288,01-01-2012,2012-01-01,112915,2012,1,1,matched (3)
201202,220209,2.0244243,2.0999999,2,1.85,289,01-02-2012,2012-02-01,109908,2012,2,1,matched (3)
201203,220209,2.0244243,2.0999999,2,1.85,290,01-03-2012,2012-03-01,112591,2012,3,1,matched (3)
201204,220209,2.0244243,2.0999999,2,1.85,291,01-04-2012,2012-04-01,111722,2012,4,2,matched (3)
201205,220209,2.0283747,2.0999999,2,1.85,292,01-05-2012,2012-05-01,112977,2012,5,2,matched (3)
201206,220209,2.0283747,2.0999999,2,1.85,293,01-06-2012,2012-06-01,113464,2012,6,2,matched (3)
201207,220209,2.0242307,2.0999999,2,1.85,294,01-07-2012,2012-07-01,112979,2012,7,3,matched (3)
201208,220209,2.0242307,2.0999999,2,1.85,295,01-08-2012,2012-08-01,113779,2012,8,3,matched (3)
201209,220209,2.0298572,2.0999999,2,1.9,296,01-09-2012,2012-09-01,113529,2012,9,3,matched (3)
201210,220209,2.0298572,2.0999999,2,1.9,297,01-10-2012,2012-10-01,113193,2012,10,4,matched (3)
201211,220209,2.0282269,2.0999999,2,1.9,298,01-11-2012,2012-11-01,112322,2012,11,4,matched (3)
201212,220209,2.0282269,2.0999999,2,1.9,299,01-12-2012,2012-12-01,112522,2012,12,4,matched (3)
201301,220209,2.0292907,2.0999999,2,1.9,300,01-01-2013,2013-01-01,112470,2013,1,1,matched (3)
201302,220209,2.0292907,2.0999999,2,1.9,301,01-02-2013,2013-02-01,108915,2013,2,1,matched (3)
201303,220209,2.0292907,2.0999999,2,1.9,302,01-03-2013,2013-03-01,112073,2013,3,1,matched (3)
201304,220209,2.0292907,2.0999999,2,1.9,303,01-04-2013,2013-04-01,111932,2013,4,2,matched (3)
201305,220209,2.0382979,2.0999999,2,1.9,304,01-05-2013,2013-05-01,112460,2013,5,2,matched (3)
201306,220209,2.0382979,2.0999999,2,1.9,305,01-06-2013,2013-06-01,113182,2013,6,2,matched (3)
201307,220209,2.0382979,2.0999999,2,1.9,306,01-07-2013,2013-07-01,110722,2013,7,3,matched (3)
201308,220209,2.0382979,2.0999999,2,1.9,307,01-08-2013,2013-08-01,111818,2013,8,3,matched (3)
201309,220209,2.0792909,2.2,2,1.95,308,01-09-2013,2013-09-01,111942,2013,9,3,matched (3)
201310,220209,2.0792909,2.2,2,1.95,309,01-10-2013,2013-10-01,112357,2013,10,4,matched (3)
201311,220209,2.0792909,2.2,2,1.95,310,01-11-2013,2013-11-01,111887,2013,11,4,matched (3)
201312,220209,2.0792909,2.2,2,1.95,311,01-12-2013,2013-12-01,112786,2013,12,4,matched (3)
201401,220209,2.0823572,2.2,2,1.95,312,01-01-2014,2014-01-01,113219,2014,1,1,matched (3)
201402,220209,2.0980852,2.2,2,1.95,313,01-02-2014,2014-02-01,108434,2014,2,1,matched (3)
201403,220209,2.0980852,2.2,2,1.95,314,01-03-2014,2014-03-01,111378,2014,3,1,matched (3)
201404,220209,2.0980852,2.2,2,1.95,315,01-04-2014,2014-04-01,110845,2014,4,2,matched (3)
201405,220209,2.0989208,2.2,2,1.95,316,01-05-2014,2014-05-01,111915,2014,5,2,matched (3)
201406,220209,2.093617,2.2,2,1.95,317,01-06-2014,2014-06-01,112673,2014,6,2,matched (3)
201407,220209,2.093617,2.2,2,1.95,318,01-07-2014,2014-07-01,110263,2014,7,3,matched (3)
201408,220209,2.093617,2.2,2,1.95,319,01-08-2014,2014-08-01,111493,2014,8,3,matched (3)
201409,220209,2.0287235,2.2,2.05,1.9,320,01-09-2014,2014-09-01,111704,2014,9,3,matched (3)
201410,220209,2.0287235,2.2,2.05,1.9,321,01-10-2014,2014-10-01,111105,2014,10,4,matched (3)
201411,220209,2.0287235,2.2,2.05,1.9,322,01-11-2014,2014-11-01,111793,2014,11,4,matched (3)
201412,220209,2.0287235,2.2,2.05,1.9,323,01-12-2014,2014-12-01,111959,2014,12,4,matched (3)
201501,220209,2.0245652,2.2,2.05,1.95,324,01-01-2015,2015-01-01,112492,2015,1,1,matched (3)
201502,220209,2.019078,2.2,2.05,1.95,325,01-02-2015,2015-02-01,110362,2015,2,1,matched (3)
201503,220209,2.019078,2.2,2.05,1.95,326,01-03-2015,2015-03-01,113759,2015,3,1,matched (3)
201504,220209,2.019078,2.2,2.05,1.95,327,01-04-2015,2015-04-01,115935,2015,4,2,matched (3)
201505,220209,2.0539415,2.2,2.0999999,1.95,328,01-05-2015,2015-05-01,116093,2015,5,2,matched (3)
201506,220209,2.0481429,2.2,2.0999999,1.95,329,01-06-2015,2015-06-01,116584,2015,6,2,matched (3)
201507,220209,2.0481429,2.2,2.0999999,1.95,330,01-07-2015,2015-07-01,114886,2015,7,3,matched (3)
201508,220209,2.0481429,2.2,2.0999999,1.95,331,01-08-2015,2015-08-01,115736,2015,8,3,matched (3)
201509,220209,2.0802207,2.2,2.0999999,2,332,01-09-2015,2015-09-01,115298,2015,9,3,matched (3)
201510,220209,2.0812767,2.2,2.0999999,2,333,01-10-2015,2015-10-01,114195,2015,10,4,matched (3)
201511,220209,2.0812767,2.2,2.0999999,2,334,01-11-2015,2015-11-01,114300,2015,11,4,matched (3)
201512,220209,2.0812767,2.2,2.0999999,2,335,01-12-2015,2015-12-01,114817,2015,12,4,matched (3)
201601,220209,2.0923405,2.2,2.0999999,2,336,01-01-2016,2016-01-01,115217,2016,1,1,matched (3)
201602,220209,2.0923405,2.2,2.0999999,2,337,01-02-2016,2016-02-01,111438,2016,2,1,matched (3)
201603,220209,2.0923405,2.2,2.0999999,2,338,01-03-2016,2016-03-01,114522,2016,3,1,matched (3)
201604,220209,2.0923405,2.2,2.0999999,2,339,01-04-2016,2016-04-01,116360,2016,4,2,matched (3)
201605,220209,2.1168571,2.2,2.0999999,2,340,01-05-2016,2016-05-01,116741,2016,5,2,matched (3)
201606,220209,2.1174469,2.2,2.0999999,2,341,01-06-2016,2016-06-01,114788,2016,6,2,matched (3)
201607,220209,2.1174469,2.2,2.0999999,2,342,01-07-2016,2016-07-01,115033,2016,7,3,matched (3)
201608,220209,2.1174469,2.2,2.0999999,2,343,01-08-2016,2016-08-01,113719,2016,8,3,matched (3)
201609,220209,2.1324637,2.25,2.0999999,2,344,01-09-2016,2016-09-01,114318,2016,9,3,matched (3)
201610,220209,2.1322303,2.25,2.0999999,2,345,01-10-2016,2016-10-01,114629,2016,10,4,matched (3)
201611,220209,2.1162412,2.22,2.0999999,2,346,01-11-2016,2016-11-01,114503,2016,11,4,matched (3)
201612,220209,2.1162412,2.22,2.0999999,2,347,01-12-2016,2016-12-01,115774,2016,12,4,matched (3)
201701,220209,2.1280713,2.2350001,2.0999999,2,348,01-01-2017,2017-01-01,115625,2017,1,1,matched (3)
201702,220209,2.1271632,2.22,2.0999999,2,349,01-02-2017,2017-02-01,114063,2017,2,1,matched (3)
201703,220209,2.1271632,2.22,2.0999999,2,350,01-03-2017,2017-03-01,115516,2017,3,1,matched (3)
201704,220209,2.1271632,2.22,2.0999999,2,351,01-04-2017,2017-04-01,116889,2017,4,2,matched (3)
201705,220209,2.1469784,2.25,2.1300001,2,352,01-05-2017,2017-05-01,117233,2017,5,2,matched (3)
201706,220209,2.1459575,2.25,2.1300001,2,353,01-06-2017,2017-06-01,117390,2017,6,2,matched (3)
201707,220209,2.1459575,2.25,2.1300001,2,354,01-07-2017,2017-07-01,117692,2017,7,3,matched (3)
201708,220209,2.1459575,2.25,2.1300001,2,355,01-08-2017,2017-08-01,117018,2017,8,3,matched (3)
201709,220209,2.1641843,2.3,2.1500001,2,356,01-09-2017,2017-09-01,117013,2017,9,3,matched (3)
201710,220209,2.1641843,2.3,2.1500001,2,357,01-10-2017,2017-10-01,116488,2017,10,4,matched (3)
201711,220209,2.1641843,2.3,2.1500001,2,358,01-11-2017,2017-11-01,116285,2017,11,4,matched (3)
201712,220209,2.1641843,2.3,2.1500001,2,359,01-12-2017,2017-12-01,117146,2017,12,4,matched (3)
201801,220209,2.1692197,2.3,2.1500001,2,360,01-01-2018,2018-01-01,116458,2018,1,1,matched (3)
201802,220209,2.1692197,2.3,2.1500001,2,361,01-02-2018,2018-02-01,122581,2018,2,1,matched (3)
201803,220209,2.1692197,2.3,2.1500001,2,362,01-03-2018,2018-03-01,125211,2018,3,1,matched (3)
201804,220209,2.1692197,2.3,2.1500001,2,363,01-04-2018,2018-04-01,126219,2018,4,2,matched (3)
201805,220209,2.1884396,2.3,2.2,2.05,364,01-05-2018,2018-05-01,126941,2018,5,2,matched (3)
201806,220209,2.1884396,2.3,2.2,2.05,365,01-06-2018,2018-06-01,126695,2018,6,2,matched (3)
201807,220209,2.1884396,2.3,2.2,2.05,366,01-07-2018,2018-07-01,124520,2018,7,3,matched (3)
201808,220209,2.1884396,2.3,2.2,2.05,367,01-08-2018,2018-08-01,124079,2018,8,3,matched (3)
201809,220209,2.1953571,2.3,2.2,2.0749998,368,01-09-2018,2018-09-01,124265,2018,9,3,matched (3)
201810,220209,2.1957448,2.3,2.2,2.0999999,369,01-10-2018,2018-10-01,124191,2018,10,4,matched (3)
201811,220209,2.1957448,2.3,2.2,2.0999999,370,01-11-2018,2018-11-01,123289,2018,11,4,matched (3)
201812,220209,2.1957448,2.3,2.2,2.0999999,371,01-12-2018,2018-12-01,125381,2018,12,4,matched (3)
201901,220209,2.1992857,2.3,2.2,2.0999999,372,01-01-2019,2019-01-01,125531,2019,1,1,matched (3)
201902,220209,2.2000709,2.3,2.2,2.0999999,373,01-02-2019,2019-02-01,124018,2019,2,1,matched (3)
201903,220209,2.2000709,2.3,2.2,2.0999999,374,01-03-2019,2019-03-01,127885,2019,3,1,matched (3)
201904,220209,2.2000709,2.3,2.2,2.0999999,375,01-04-2019,2019-04-01,128853,2019,4,2,matched (3)
201905,220209,2.2217021,2.3499999,2.2,2.0999999,376,01-05-2019,2019-05-01,128682,2019,5,2,matched (3)
201906,220209,2.2217021,2.3499999,2.2,2.0999999,377,01-06-2019,2019-06-01,129075,2019,6,2,matched (3)
201907,220209,2.2217021,2.3499999,2.2,2.0999999,378,01-07-2019,2019-07-01,128486,2019,7,3,matched (3)
201908,220209,2.2217021,2.3499999,2.2,2.0999999,379,01-08-2019,2019-08-01,127479,2019,8,3,matched (3)
201909,220209,2.2252555,2.3499999,2.25,2.0999999,380,01-09-2019,2019-09-01,127702,2019,9,3,matched (3)
201910,220209,2.2241843,2.3499999,2.25,2.0999999,381,01-10-2019,2019-10-01,127514,2019,10,4,matched (3)
201911,220209,2.2241843,2.3499999,2.25,2.0999999,382,01-11-2019,2019-11-01,127910,2019,11,4,matched (3)
201912,220209,2.2241843,2.3499999,2.25,2.0999999,383,01-12-2019,2019-12-01,127767,2019,12,4,matched (3)
202001,220209,2.2489705,2.3499999,2.25,2.1300001,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202002,220209,2.2461703,2.3499999,2.25,2.1099999,385,01-02-2020,2020-02-01,126570,2020,2,1,matched (3)
202003,220209,2.2461703,2.3499999,2.25,2.1099999,386,01-03-2020,2020-03-01,118933,2020,3,1,matched (3)
202007,220209,2.246418,2.3499999,2.3,2.2,390,01-07-2020,2020-07-01,102371,2020,7,3,matched (3)
202008,220209,2.246418,2.3499999,2.3,2.2,391,01-08-2020,2020-08-01,112987,2020,8,3,matched (3)
202009,220209,2.2804444,2.4000001,2.3,2.1500001,392,01-09-2020,2020-09-01,116062,2020,9,3,matched (3)
202010,220209,2.2804444,2.4000001,2.3,2.1500001,393,01-10-2020,2020-10-01,116826,2020,10,4,matched (3)
202011,220209,2.2803676,2.4000001,2.3,2.1500001,394,01-11-2020,2020-11-01,82553,2020,11,4,matched (3)
202012,220209,2.2803676,2.4000001,2.3,2.1500001,395,01-12-2020,2020-12-01,94790,2020,12,4,matched (3)
202104,220209,2.2803676,2.4000001,2.3,2.1500001,399,01-04-2021,2021-04-01,102092,2021,4,2,matched (3)
202105,220209,2.2609775,2.4000001,2.3,2.2,400,01-05-2021,2021-05-01,95210,2021,5,2,matched (3)
202106,220209,2.2644999,2.4000001,2.3,2.2,401,01-06-2021,2021-06-01,109408,2021,6,2,matched (3)
202107,220209,2.2644999,2.4000001,2.3,2.2,402,01-07-2021,2021-07-01,122056,2021,7,3,matched (3)
202108,220209,2.2644999,2.4000001,2.3,2.2,403,01-08-2021,2021-08-01,123477,2021,8,3,matched (3)
202109,220209,2.2771223,2.4000001,2.3,2.2,404,01-09-2021,2021-09-01,122686,2021,9,3,matched (3)
202110,220209,2.2776427,2.4000001,2.3,2.2,405,01-10-2021,2021-10-01,123103,2021,10,4,matched (3)
202111,220209,2.2776427,2.4000001,2.3,2.2,406,01-11-2021,2021-11-01,123532,2021,11,4,matched (3)
202112,220209,2.2776427,2.4000001,2.3,2.2,407,01-12-2021,2021-12-01,123086,2021,12,4,matched (3)
202201,220209,2.2905798,2.4000001,2.3,2.2,408,01-01-2022,2022-01-01,123655,2022,1,1,matched (3)
202202,220209,2.2910714,2.4000001,2.3,2.2,409,01-02-2022,2022-02-01,121928,2022,2,1,matched (3)
202203,220209,2.2910714,2.4000001,2.3,2.2,410,01-03-2022,2022-03-01,125713,2022,3,1,matched (3)
202204,220209,2.2910714,2.4000001,2.3,2.2,411,01-04-2022,2022-04-01,127157,2022,4,2,matched (3)
202205,220209,2.3037858,2.4000001,2.3,2.2,412,01-05-2022,2022-05-01,127155,2022,5,2,matched (3)
202206,220209,2.3037858,2.4000001,2.3,2.2,413,01-06-2022,2022-06-01,127526,2022,6,2,matched (3)
202207,220209,2.3037858,2.4000001,2.3,2.2,414,01-07-2022,2022-07-01,127040,2022,7,3,matched (3)
202208,220209,2.3037858,2.4000001,2.3,2.2,415,01-08-2022,2022-08-01,125392,2022,8,3,matched (3)
202209,220209,2.330857,2.45,2.3499999,2.22,416,01-09-2022,2022-09-01,125502,2022,9,3,matched (3)
202210,220209,2.330857,2.45,2.3499999,2.22,417,01-10-2022,2022-10-01,125741,2022,10,4,matched (3)
