quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,_merge
200808,520135,1014.352,1399.99,749.5,350,247,01-08-2008,2008-08-01,102314,2008,8,3,matched (3)
200809,520135,1015.5467,1399.99,750,395,248,01-09-2008,2008-09-01,102828,2008,9,3,matched (3)
200810,520135,1021.6808,1399.99,772.5,397,249,01-10-2008,2008-10-01,103994,2008,10,4,matched (3)
200811,520135,1022.5537,1399.99,750,395,250,01-11-2008,2008-11-01,104756,2008,11,4,matched (3)
200812,520135,990.00586,1365.3199,684.61499,342.54999,251,01-12-2008,2008-12-01,101854,2008,12,4,matched (3)
200901,520135,972.09863,1370.59,684.13,342,252,01-01-2009,2009-01-01,98184,2009,1,1,matched (3)
200902,520135,1163.2052,1400,799,450,253,01-02-2009,2009-02-01,91764,2009,2,1,matched (3)
200903,520135,1198.4409,1550,890,450,254,01-03-2009,2009-03-01,97144,2009,3,1,matched (3)
200904,520135,1152.5361,1500,799,395,255,01-04-2009,2009-04-01,99211,2009,4,2,matched (3)
200905,520135,1143.0804,1599,799,399,256,01-05-2009,2009-05-01,100141,2009,5,2,matched (3)
200906,520135,1084.2354,1370.1899,750,399,257,01-06-2009,2009-06-01,99984,2009,6,2,matched (3)
200907,520135,1084.0475,1370.1899,799,399,258,01-07-2009,2009-07-01,100430,2009,7,3,matched (3)
200908,520135,1090.0869,1650,797,399,259,01-08-2009,2009-08-01,101010,2009,8,3,matched (3)
200909,520135,1053.9253,1562.5,749.5,337,260,01-09-2009,2009-09-01,102020,2009,9,3,matched (3)
200910,520135,1090.0292,1625,750,395,261,01-10-2009,2009-10-01,102962,2009,10,4,matched (3)
200911,520135,1112.6348,1650,750,350,262,01-11-2009,2009-11-01,104223,2009,11,4,matched (3)
200912,520135,1139.8586,1749.99,778.09003,395,263,01-12-2009,2009-12-01,105319,2009,12,4,matched (3)
201001,520135,1093.3477,1500,799,399,264,01-01-2010,2010-01-01,101545,2010,1,1,matched (3)
201002,520135,1181.79,1599.99,799,450,265,01-02-2010,2010-02-01,97889,2010,2,1,matched (3)
201003,520135,1126.2393,1599.99,799,395,266,01-03-2010,2010-03-01,102189,2010,3,1,matched (3)
201004,520135,1135.2166,1599.99,799,395,267,01-04-2010,2010-04-01,104566,2010,4,2,matched (3)
201005,520135,1111.2203,1499,779.04504,395,268,01-05-2010,2010-05-01,105655,2010,5,2,matched (3)
201006,520135,1171.7909,1599.99,795,395,269,01-06-2010,2010-06-01,106532,2010,6,2,matched (3)
201007,520135,1244.7335,1599.99,899,485,270,01-07-2010,2010-07-01,107229,2010,7,3,matched (3)
201008,520135,1222.6252,1619.99,899,425,271,01-08-2010,2010-08-01,108091,2010,8,3,matched (3)
201009,520135,1146.8831,1599,899,399,272,01-09-2010,2010-09-01,108500,2010,9,3,matched (3)
201010,520135,1148.2513,1599,899,415,273,01-10-2010,2010-10-01,109466,2010,10,4,matched (3)
201011,520135,1189.4889,1619.99,899,405,274,01-11-2010,2010-11-01,109784,2010,11,4,matched (3)
201012,520135,1147.1902,1599,850,399,275,01-12-2010,2010-12-01,110303,2010,12,4,matched (3)
201101,520135,1208.0031,1599,899,450,276,01-01-2011,2011-01-01,107592,2011,1,1,matched (3)
201102,520135,1254.515,1649.99,970,475,277,01-02-2011,2011-02-01,107243,2011,2,1,matched (3)
201103,520135,1197.5397,1649.99,960,432.5,278,01-03-2011,2011-03-01,111703,2011,3,1,matched (3)
201104,520135,1233.8729,1649.99,970,440,279,01-04-2011,2011-04-01,110135,2011,4,2,matched (3)
201105,520135,1272.0338,1649.99,970,450,280,01-05-2011,2011-05-01,110905,2011,5,2,matched (3)
201106,520135,1271.212,1649.99,970,485,281,01-06-2011,2011-06-01,110923,2011,6,2,matched (3)
201107,520135,1314.8792,1649.99,999,499,282,01-07-2011,2011-07-01,110938,2011,7,3,matched (3)
201108,520135,1279.531,1599.99,999,409,283,01-08-2011,2011-08-01,111624,2011,8,3,matched (3)
201109,520135,1226.7719,1499,899.98999,448,284,01-09-2011,2011-09-01,112468,2011,9,3,matched (3)
201110,520135,1269.4681,1500,997,475,285,01-10-2011,2011-10-01,112689,2011,10,4,matched (3)
201111,520135,1230.9799,1499.5,899.98999,462.5,286,01-11-2011,2011-11-01,112558,2011,11,4,matched (3)
201112,520135,1247.9399,1595,899.98999,475,287,01-12-2011,2011-12-01,113770,2011,12,4,matched (3)
201201,520135,1325.454,1599,899.98999,575,288,01-01-2012,2012-01-01,112915,2012,1,1,matched (3)
201202,520135,1326.7924,1699.5,899,475,289,01-02-2012,2012-02-01,109908,2012,2,1,matched (3)
201203,520135,1334.0654,1799,899,499,290,01-03-2012,2012-03-01,112591,2012,3,1,matched (3)
201204,520135,1320.8701,1799,889.98999,470,291,01-04-2012,2012-04-01,111722,2012,4,2,matched (3)
201205,520135,1342.6842,1799,902,484.5,292,01-05-2012,2012-05-01,112977,2012,5,2,matched (3)
201206,520135,1492.7152,1897.5,1039.995,599,293,01-06-2012,2012-06-01,113464,2012,6,2,matched (3)
201207,520135,1412.4198,1850,999.98999,599,294,01-07-2012,2012-07-01,112979,2012,7,3,matched (3)
201208,520135,1431.4445,1899,999.98999,502,295,01-08-2012,2012-08-01,113779,2012,8,3,matched (3)
201209,520135,1396.1827,1850,999,485,296,01-09-2012,2012-09-01,113529,2012,9,3,matched (3)
201210,520135,1384.359,1799,999,502,297,01-10-2012,2012-10-01,113193,2012,10,4,matched (3)
201211,520135,1397.2443,1799,999,502,298,01-11-2012,2012-11-01,112322,2012,11,4,matched (3)
201212,520135,1333.4901,1799,899.98999,517.5,299,01-12-2012,2012-12-01,112522,2012,12,4,matched (3)
201301,520135,1483.8485,1950,999.98999,692.5,300,01-01-2013,2013-01-01,112470,2013,1,1,matched (3)
201302,520135,1338.6747,1799,999,562.5,301,01-02-2013,2013-02-01,108915,2013,2,1,matched (3)
201303,520135,1409.6859,1895,999.98999,599,302,01-03-2013,2013-03-01,112073,2013,3,1,matched (3)
201304,520135,1380.8296,1750,999.495,499,303,01-04-2013,2013-04-01,111932,2013,4,2,matched (3)
201305,520135,1369.8024,1750,999,502.5,304,01-05-2013,2013-05-01,112460,2013,5,2,matched (3)
201306,520135,1355.7866,1750,950,550,305,01-06-2013,2013-06-01,113182,2013,6,2,matched (3)
201307,520135,1486.5221,1999,999.98999,699,306,01-07-2013,2013-07-01,110722,2013,7,3,matched (3)
201308,520135,1434.2998,1800,1050,660,307,01-08-2013,2013-08-01,111818,2013,8,3,matched (3)
201309,520135,1413.6327,1808,999.98999,650,308,01-09-2013,2013-09-01,111942,2013,9,3,matched (3)
201310,520135,1363.3881,1829,999.98999,565,309,01-10-2013,2013-10-01,112357,2013,10,4,matched (3)
201311,520135,1326.8829,1799,999,499,310,01-11-2013,2013-11-01,111887,2013,11,4,matched (3)
201312,520135,1372.6749,1850,999.45001,550,311,01-12-2013,2013-12-01,112786,2013,12,4,matched (3)
201401,520135,1437.7041,1800,999.98999,599,312,01-01-2014,2014-01-01,113219,2014,1,1,matched (3)
201402,520135,1293.3082,1599,999.98999,520,313,01-02-2014,2014-02-01,108434,2014,2,1,matched (3)
201403,520135,1277.7482,1599,999.98999,520,314,01-03-2014,2014-03-01,111378,2014,3,1,matched (3)
201404,520135,1257.3732,1516,999.98999,520,315,01-04-2014,2014-04-01,110845,2014,4,2,matched (3)
201405,520135,1298.2806,1710,999.98999,520,316,01-05-2014,2014-05-01,111915,2014,5,2,matched (3)
201406,520135,1327.474,1799,999,599,317,01-06-2014,2014-06-01,112673,2014,6,2,matched (3)
201407,520135,1262.9063,1799,999.98999,549,318,01-07-2014,2014-07-01,110263,2014,7,3,matched (3)
201408,520135,1304.2252,1799,999.98999,600,319,01-08-2014,2014-08-01,111493,2014,8,3,matched (3)
201409,520135,1249.7988,1500,999.98999,550,320,01-09-2014,2014-09-01,111704,2014,9,3,matched (3)
201410,520135,1280.5751,1650,999.98999,520,321,01-10-2014,2014-10-01,111105,2014,10,4,matched (3)
201411,520135,1288.4214,1599,900,550,322,01-11-2014,2014-11-01,111793,2014,11,4,matched (3)
201412,520135,1291.9945,1612,1075.29,535,323,01-12-2014,2014-12-01,111959,2014,12,4,matched (3)
201501,520135,1302.5472,1699,999,599,324,01-01-2015,2015-01-01,112492,2015,1,1,matched (3)
201502,520135,1307.3665,1799,999.98999,570,325,01-02-2015,2015-02-01,110362,2015,2,1,matched (3)
201503,520135,1294.9409,1799,999.98999,550,326,01-03-2015,2015-03-01,113759,2015,3,1,matched (3)
201504,520135,1348.2742,1799,999.98999,550,327,01-04-2015,2015-04-01,115935,2015,4,2,matched (3)
201505,520135,1324.0071,1725,999.98999,599,328,01-05-2015,2015-05-01,116093,2015,5,2,matched (3)
201506,520135,1286.6301,1667.5,999.98999,572.5,329,01-06-2015,2015-06-01,116584,2015,6,2,matched (3)
201507,520135,1323.2031,1799,999.98999,599,330,01-07-2015,2015-07-01,114886,2015,7,3,matched (3)
201508,520135,1296.0281,1619.5,999.98999,549,331,01-08-2015,2015-08-01,115736,2015,8,3,matched (3)
201509,520135,1289.1703,1599,999.98999,549,332,01-09-2015,2015-09-01,115298,2015,9,3,matched (3)
201510,520135,1283.7108,1695,975,549,333,01-10-2015,2015-10-01,114195,2015,10,4,matched (3)
201511,520135,1305.5509,1640,999.98999,549,334,01-11-2015,2015-11-01,114300,2015,11,4,matched (3)
201512,520135,1248.2633,1499,989.98999,544.5,335,01-12-2015,2015-12-01,114817,2015,12,4,matched (3)
201601,520135,1331.1864,1799,989.98999,595,336,01-01-2016,2016-01-01,115217,2016,1,1,matched (3)
201602,520135,1280.3425,1712,1099.5,499,337,01-02-2016,2016-02-01,111438,2016,2,1,matched (3)
201603,520135,1260.787,1799,1000.99,499,338,01-03-2016,2016-03-01,114522,2016,3,1,matched (3)
201604,520135,1280.9545,1799,999,499,339,01-04-2016,2016-04-01,116360,2016,4,2,matched (3)
201605,520135,1270.6255,1799,999,499,340,01-05-2016,2016-05-01,116741,2016,5,2,matched (3)
201606,520135,1292.3848,1850,987,506,341,01-06-2016,2016-06-01,114788,2016,6,2,matched (3)
201607,520135,1300.1306,1850,909.54999,550,342,01-07-2016,2016-07-01,115033,2016,7,3,matched (3)
201608,520135,1307.816,1750,999,499,343,01-08-2016,2016-08-01,113719,2016,8,3,matched (3)
201609,520135,1290.9991,1699,962.5,500,344,01-09-2016,2016-09-01,114318,2016,9,3,matched (3)
201610,520135,1315.063,1799,999,525,345,01-10-2016,2016-10-01,114629,2016,10,4,matched (3)
201611,520135,1305.8071,1699,975,499,346,01-11-2016,2016-11-01,114503,2016,11,4,matched (3)
201612,520135,1370.7511,1750,1025,549,347,01-12-2016,2016-12-01,115774,2016,12,4,matched (3)
201701,520135,1413.646,1950,1049.5,595,348,01-01-2017,2017-01-01,115625,2017,1,1,matched (3)
201702,520135,1482.6643,1899,1299.99,599,349,01-02-2017,2017-02-01,114063,2017,2,1,matched (3)
201703,520135,1504.3236,1999,1299,599,350,01-03-2017,2017-03-01,115516,2017,3,1,matched (3)
201704,520135,1522.624,1899,1250,597,351,01-04-2017,2017-04-01,116889,2017,4,2,matched (3)
201705,520135,1500.4786,2000,1199,575,352,01-05-2017,2017-05-01,117233,2017,5,2,matched (3)
201706,520135,1495.8834,1999,1250,550,353,01-06-2017,2017-06-01,117390,2017,6,2,matched (3)
201707,520135,1382.0293,1799,1199,550,354,01-07-2017,2017-07-01,117692,2017,7,3,matched (3)
201708,520135,1436.1162,1799,1250,599,355,01-08-2017,2017-08-01,117018,2017,8,3,matched (3)
201709,520135,1420.7583,1799,1250,595,356,01-09-2017,2017-09-01,117013,2017,9,3,matched (3)
201710,520135,1414.3496,1899,1200,597,357,01-10-2017,2017-10-01,116488,2017,10,4,matched (3)
201711,520135,1466.9396,1950,1275.99,599,358,01-11-2017,2017-11-01,116285,2017,11,4,matched (3)
201712,520135,1434.374,1950,1250,599,359,01-12-2017,2017-12-01,117146,2017,12,4,matched (3)
201801,520135,1459.9769,1950,1275.99,625,360,01-01-2018,2018-01-01,116458,2018,1,1,matched (3)
201802,520135,1552.8651,2000,1275.99,625,361,01-02-2018,2018-02-01,122581,2018,2,1,matched (3)
201803,520135,1569.5212,2000,1275.99,599,362,01-03-2018,2018-03-01,125211,2018,3,1,matched (3)
201804,520135,1523.4523,1950,1262.995,600,363,01-04-2018,2018-04-01,126219,2018,4,2,matched (3)
201805,520135,1539.1163,1999,1275.99,637.5,364,01-05-2018,2018-05-01,126941,2018,5,2,matched (3)
201806,520135,1483.2689,1850,1199,599,365,01-06-2018,2018-06-01,126695,2018,6,2,matched (3)
201807,520135,1471.0222,1950,1250,599,366,01-07-2018,2018-07-01,124520,2018,7,3,matched (3)
201808,520135,1523.9506,1995,1250,599,367,01-08-2018,2018-08-01,124079,2018,8,3,matched (3)
201809,520135,1486.0895,1899,1199,599,368,01-09-2018,2018-09-01,124265,2018,9,3,matched (3)
201810,520135,1387.467,1750,1024.5,595,369,01-10-2018,2018-10-01,124191,2018,10,4,matched (3)
201811,520135,1431.7742,1850,1049,595,370,01-11-2018,2018-11-01,123289,2018,11,4,matched (3)
201812,520135,1464.3817,1850,1170,599,371,01-12-2018,2018-12-01,125381,2018,12,4,matched (3)
201901,520135,1491.6252,1850,1250,599,372,01-01-2019,2019-01-01,125531,2019,1,1,matched (3)
201902,520135,1529.2767,1995,1250,599,373,01-02-2019,2019-02-01,124018,2019,2,1,matched (3)
201903,520135,1520.6393,1995,1275.99,595,374,01-03-2019,2019-03-01,127885,2019,3,1,matched (3)
201904,520135,1605.324,1950,1199.99,695,375,01-04-2019,2019-04-01,128853,2019,4,2,matched (3)
201905,520135,1596.3522,1950,1199.99,699,376,01-05-2019,2019-05-01,128682,2019,5,2,matched (3)
201906,520135,1476.874,1825,1185,599,377,01-06-2019,2019-06-01,129075,2019,6,2,matched (3)
201907,520135,1478.6676,1772.5,1100,599,378,01-07-2019,2019-07-01,128486,2019,7,3,matched (3)
201908,520135,1596.8425,1850,1189,699,379,01-08-2019,2019-08-01,127479,2019,8,3,matched (3)
201909,520135,1625.5897,1950,1199.99,699,380,01-09-2019,2019-09-01,127702,2019,9,3,matched (3)
201910,520135,1605.1243,1950,1199.99,695,381,01-10-2019,2019-10-01,127514,2019,10,4,matched (3)
201911,520135,1647.2118,1950,1199.99,695,382,01-11-2019,2019-11-01,127910,2019,11,4,matched (3)
201912,520135,1621.8153,1950,1199.99,699,383,01-12-2019,2019-12-01,127767,2019,12,4,matched (3)
202001,520135,1603.4375,1750,1199.99,750,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202002,520135,1678.5402,1999,1199.99,750,385,01-02-2020,2020-02-01,126570,2020,2,1,matched (3)
202003,520135,1563.2354,1950,1199.99,795,386,01-03-2020,2020-03-01,118933,2020,3,1,matched (3)
202004,520135,1434.2822,1872.5,1199.99,664.57501,387,01-04-2020,2020-04-01,74251,2020,4,2,matched (3)
202005,520135,1366.4829,1750,1199,650,388,01-05-2020,2020-05-01,85259,2020,5,2,matched (3)
202006,520135,1406.0139,1765,1199.99,674.25,389,01-06-2020,2020-06-01,94010,2020,6,2,matched (3)
202007,520135,1431.9601,1895,1199,695,390,01-07-2020,2020-07-01,102371,2020,7,3,matched (3)
202008,520135,1537.3843,1950,1199.99,599,391,01-08-2020,2020-08-01,112987,2020,8,3,matched (3)
202009,520135,1554.8192,1999,1199.99,599,392,01-09-2020,2020-09-01,116062,2020,9,3,matched (3)
202010,520135,1490.9641,1799,1199.495,595,393,01-10-2020,2020-10-01,116826,2020,10,4,matched (3)
202011,520135,1477.5507,1795,1095,619,394,01-11-2020,2020-11-01,82553,2020,11,4,matched (3)
202012,520135,1504.2666,1799,1174.5,609,395,01-12-2020,2020-12-01,94790,2020,12,4,matched (3)
202101,520135,1353.168,1750,1150,599,396,01-01-2021,2021-01-01,94079,2021,1,1,matched (3)
202102,520135,1499.7478,1999.5,1199.99,650,397,01-02-2021,2021-02-01,98049,2021,2,1,matched (3)
202103,520135,1510.2328,2031,1199.99,650,398,01-03-2021,2021-03-01,100972,2021,3,1,matched (3)
202104,520135,1459.4237,1850,1199.99,699,399,01-04-2021,2021-04-01,102092,2021,4,2,matched (3)
202105,520135,1448.371,1924.5,1199.99,599,400,01-05-2021,2021-05-01,95210,2021,5,2,matched (3)
202106,520135,1543.8436,1999,1199.99,599,401,01-06-2021,2021-06-01,109408,2021,6,2,matched (3)
202107,520135,1487.0699,1695,1199,599,402,01-07-2021,2021-07-01,122056,2021,7,3,matched (3)
202108,520135,1580.934,1850,1199.99,599,403,01-08-2021,2021-08-01,123477,2021,8,3,matched (3)
202109,520135,1633.8468,1999,1199.99,625,404,01-09-2021,2021-09-01,122686,2021,9,3,matched (3)
202110,520135,1548.0166,1799,1199.99,599,405,01-10-2021,2021-10-01,123103,2021,10,4,matched (3)
202111,520135,1588.8633,1991,1199.99,599,406,01-11-2021,2021-11-01,123532,2021,11,4,matched (3)
202112,520135,1621.6215,2000,1199.99,599,407,01-12-2021,2021-12-01,123086,2021,12,4,matched (3)
202201,520135,1581.1992,1749.5,1199.99,599,408,01-01-2022,2022-01-01,123655,2022,1,1,matched (3)
202202,520135,1636.6121,1999,1199.99,672.75,409,01-02-2022,2022-02-01,121928,2022,2,1,matched (3)
202203,520135,1563.7393,1899.5,1199.99,650,410,01-03-2022,2022-03-01,125713,2022,3,1,matched (3)
202204,520135,1458.8164,1950,1199.99,599,411,01-04-2022,2022-04-01,127157,2022,4,2,matched (3)
202205,520135,1577.4343,1999,1199.99,600,412,01-05-2022,2022-05-01,127155,2022,5,2,matched (3)
202206,520135,1582.3086,1999,1199.99,599,413,01-06-2022,2022-06-01,127526,2022,6,2,matched (3)
202207,520135,1643.2908,1979,1199.99,599,414,01-07-2022,2022-07-01,127040,2022,7,3,matched (3)
202208,520135,1686.0929,1999.99,1199.99,699,415,01-08-2022,2022-08-01,125392,2022,8,3,matched (3)
202209,520135,1709.9943,1999,1199.99,650,416,01-09-2022,2022-09-01,125502,2022,9,3,matched (3)
202210,520135,1647.203,1900,1199.99,595,417,01-10-2022,2022-10-01,125741,2022,10,4,matched (3)
